"Time","MEAN_FITC.A","MEAN_Pacific_Blue.A","MEAN_PE.Texas_Red.A","MEAN_Pacific_Orange.A","STD_FITC.A","STD_Pacific_Blue.A","STD_PE.Texas_Red.A","STD_Pacific_Orange.A"
120,2947.46901744971,563.833203928437,23.7484965387677,668.552258873276,129.886739218255,19.5511481967646,0.733659484538486,26.1386530567813
240,3507.06825989428,747.266545410446,22.8840561678339,740.340707365324,221.651210679613,20.3190937422251,1.33495271969212,27.5394622602666
360,3788.25975700721,730.622804630656,27.8123514280729,763.803972087786,284.26722328893,32.8233711286,3.33569243653019,86.8386389667439
480,4163.12971239406,789.743844592896,26.3074103155216,695.138107499511,497.944152945215,41.755340018261,1.08330954858922,108.362412898435
