"Time","MEAN_FITC.A","MEAN_Pacific_Blue.A","MEAN_PE.Texas_Red.A","MEAN_Pacific_Orange.A","STD_FITC.A","STD_Pacific_Blue.A","STD_PE.Texas_Red.A","STD_Pacific_Orange.A"
0,3290.74582157259,583.889250157578,23.1415651671729,217.769451767609,228.627744512027,12.4059511734698,0.469997009349075,7.22979093074917
120,2945.42180528657,605.643188405332,24.4958155589418,37.7678200275611,206.235345683174,27.2275655873262,2.54537313819147,1.50727317837942
240,3078.72121470702,745.972621667983,23.4538353272913,37.1749109776837,32.7076622914751,21.8643395378656,1.37131511944032,1.7735949633092
360,3272.80224837613,874.813350432502,26.4624216568707,42.3113377717319,98.1749584723305,8.02224913446558,1.6945306498945,1.56146987602829
480,3949.21142302742,1021.10612537194,26.7566161071297,46.8583389822455,175.637528822261,7.54939918964588,0.39448484945409,3.65548945273999
