"ng_mL_aTc","MEAN_FITC.A","MEAN_Pacific_Blue.A","MEAN_PE.Texas_Red.A","MEAN_Pacific_Orange.A","STD_FITC.A","STD_Pacific_Blue.A","STD_PE.Texas_Red.A","STD_Pacific_Orange.A"
0,269.600928456666,316.98463077013,21.3867942691781,1.47472906217221,18.9034629205623,29.132778515669,0.849760842744082,1.66613305625978
100,29062.7528553487,354.553910107126,20.1458325660136,451.445747335052,1602.20961467368,8.63077135369356,0.759055346914986,73.7353442145402
10,31796.3100911312,269.345984608033,19.6509107313371,193.31530051413,3821.29996312278,20.1950070044825,1.03799314148797,35.1930910729944
1,27294.2778499198,287.122729548269,21.0513100499384,98.1202068935196,1295.04183626975,16.4525998074832,1.1320851966603,28.5050357315697
