"time","AraC","aTc","BFP","ara","TetR","cell"
57.0,2.5404422395657375E-4,0.0,0.0,0.0,112.21285553920418,1.0
58.0,2.5385443291279716E-4,0.0,0.0,0.0,112.2415819690523,1.0
59.0,2.53681490356596E-4,0.0,0.0,0.0,112.26787534279853,1.0
60.0,2.5352379158844206E-4,0.0,0.0,0.0,112.29194253170958,1.0
61.0,2.533799090723163E-4,0.0,0.0,0.0,112.31397268837517,1.0
62.0,2.5324856764637405E-4,0.0,0.0,0.0,112.33413878531331,1.0
63.0,2.531286242018909E-4,0.0,0.0,0.0,112.35259901657255,1.0
64.0,2.530190508692487E-4,0.0,0.0,0.0,112.36949807507841,1.0
65.0,2.5291892097621774E-4,0.0,0.0,0.0,112.3849683171959,1.0
66.0,2.5282739721466823E-4,0.0,0.0,0.0,112.39913082485043,1.0
67.0,2.5274372158106095E-4,0.0,0.0,0.0,112.41209637453792,1.0
68.0,2.526672067539675E-4,0.0,0.0,0.0,112.42396632165594,1.0
69.0,2.525972286462456E-4,0.0,0.0,0.0,112.43483340777992,1.0
70.0,2.5253321992615426E-4,0.0,0.0,0.0,112.44478249778749,1.0
71.0,2.5247466434503226E-4,0.0,0.0,0.0,112.45389125308364,1.0
72.0,2.524210917423918E-4,0.0,0.0,0.0,112.46223074659939,1.0
73.0,2.52372073624912E-4,0.0,0.0,0.0,112.46986602470903,1.0
74.0,2.523272192356588E-4,0.0,0.0,0.0,112.47685662074244,1.0
75.0,2.522861720453203E-4,0.0,0.0,0.0,112.48325702433665,1.0
76.0,2.5224860660934116E-4,0.0,0.0,0.0,112.48911711049276,1.0
77.0,2.522142257443986E-4,0.0,0.0,0.0,112.49448253184964,1.0
78.0,2.5218275798523734E-4,0.0,0.0,0.0,112.49939507737515,1.0
79.0,2.5215395528895484E-4,0.0,0.0,0.0,112.50389300038715,1.0
80.0,2.5212759095871604E-4,0.0,0.0,0.0,112.50801131855911,1.0
81.0,2.5210345776286277E-4,0.0,0.0,0.0,112.51178208833056,1.0
82.0,2.5208136622865014E-4,0.0,0.0,0.0,112.51523465592803,1.0
83.0,2.520611430925377E-4,0.0,0.0,0.0,112.51839588700854,1.0
84.0,2.5204262989123093E-4,0.0,0.0,0.0,112.5212903767632,1.0
85.0,2.520256816795489E-4,0.0,0.0,0.0,112.52394064215581,1.0
86.0,2.520101658628281E-4,0.0,0.0,0.0,112.52636729782728,1.0
87.0,2.5199596113292203E-4,0.0,0.0,0.0,112.52858921706247,1.0
88.0,2.519829564980683E-4,0.0,0.0,0.0,112.53062367909621,1.0
89.0,2.5197105039790187E-4,0.0,0.0,0.0,112.53248650392449,1.0
90.0,2.5196014989580206E-4,0.0,0.0,0.0,112.53419217568549,1.0
91.0,2.519501699415438E-4,0.0,0.0,0.0,112.53575395558518,1.0
92.0,2.51941032697912E-4,0.0,0.0,0.0,112.5371839852565,1.0
93.0,2.5193266692556465E-4,0.0,0.0,0.0,112.53849338136585,1.0
94.0,2.519250074209589E-4,0.0,0.0,0.0,112.53969232221156,1.0
95.0,2.519179945026566E-4,0.0,0.0,0.0,112.54079012699361,1.0
96.0,2.5191157354175387E-4,0.0,0.0,0.0,112.5417953283773,1.0
97.0,2.519056945325693E-4,0.0,0.0,0.0,112.54271573891884,1.0
98.0,2.519003117000828E-4,0.0,0.0,0.0,112.54355851187498,1.0
99.0,2.5189538314092965E-4,0.0,0.0,0.0,112.54433019687144,1.0
100.0,2.5189087049504383E-4,0.0,0.0,0.0,112.54503679086565,1.0
101.0,2.518867386452981E-4,0.0,0.0,0.0,112.5456837848034,1.0
102.0,2.5188295544273327E-4,0.0,0.0,0.0,112.54627620633286,1.0
103.0,2.5187949145517066E-4,0.0,0.0,0.0,112.54681865890991,1.0
104.0,2.5187631973720096E-4,0.0,0.0,0.0,112.54731535760124,1.0
105.0,2.518734156197184E-4,0.0,0.0,0.0,112.54777016186218,1.0
106.0,2.5187075651732596E-4,0.0,0.0,0.0,112.54818660554767,1.0
107.0,2.518683217520859E-4,0.0,0.0,0.0,112.54856792438868,1.0
108.0,2.518660923922177E-4,0.0,0.0,0.0,112.54891708114862,1.0
109.0,2.5186405110447143E-4,0.0,0.0,0.0,112.54923678865639,1.0
110.0,2.5186218201900983E-4,0.0,0.0,0.0,112.54952953089486,1.0
111.0,2.5186047060573495E-4,0.0,0.0,0.0,112.54979758230903,1.0
112.0,2.5185890356108645E-4,0.0,0.0,0.0,112.55004302548498,1.0
113.0,2.5185746870442095E-4,0.0,0.0,0.0,112.55026776733665,1.0
114.0,2.518561548831597E-4,0.0,0.0,0.0,112.55047355392618,1.0
115.0,2.5185495188595957E-4,0.0,0.0,0.0,112.55066198403404,1.0
116.0,2.518538503632269E-4,0.0,0.0,0.0,112.55083452158374,1.0
117.0,2.518528417543524E-4,0.0,0.0,0.0,112.55099250701836,1.0
118.0,2.5185191822109674E-4,0.0,0.0,0.0,112.55113716771707,1.0
119.0,2.518510725866056E-4,0.0,0.0,0.0,112.55126962753279,1.0
120.0,2.518502982795783E-4,0.0,0.0,0.0,112.55139091552479,1.0
121.0,2.5184958928315353E-4,0.0,0.0,0.0,112.55150197395545,1.0
122.0,2.5184894008811287E-4,0.0,0.0,0.0,112.55160366561121,1.0
123.0,2.518483456500373E-4,0.0,0.0,0.0,112.55169678050669,1.0
124.0,2.518478013500793E-4,0.0,0.0,0.0,112.5517820420231,1.0
125.0,2.518473029590523E-4,0.0,0.0,0.0,112.55186011252853,1.0
126.0,2.5184684660454706E-4,0.0,0.0,0.0,112.5519315985244,1.0
127.0,2.5184642874082806E-4,0.0,0.0,0.0,112.55199705535787,1.0
128.0,2.518460461212691E-4,0.0,0.0,0.0,112.55205699153618,1.0
129.0,2.518456957731161E-4,0.0,0.0,0.0,112.55211187267761,1.0
130.0,2.5184537497438065E-4,0.0,0.0,0.0,112.55216212512916,1.0
131.0,2.518450812326831E-4,0.0,0.0,0.0,112.55220813927866,1.0
132.0,2.518448122658814E-4,0.0,0.0,0.0,112.55225027258784,1.0
133.0,2.5184456598433474E-4,0.0,0.0,0.0,112.55228885236924,1.0
134.0,2.518443404746639E-4,0.0,0.0,0.0,112.55232417832964,1.0
135.0,2.518441339848816E-4,0.0,0.0,0.0,112.55235652489783,1.0
136.0,2.518439449107784E-4,0.0,0.0,0.0,112.55238614335698,1.0
137.0,2.5184377178345536E-4,0.0,0.0,0.0,112.55241326379682,1.0
138.0,2.518436132579112E-4,0.0,0.0,0.0,112.55243809690103,1.0
139.0,2.518434681025908E-4,0.0,0.0,0.0,112.55246083558399,1.0
140.0,2.518433351898153E-4,0.0,0.0,0.0,112.55248165648956,1.0
141.0,2.518432134870204E-4,0.0,0.0,0.0,112.55250072136329,1.0
142.0,2.51843102048733E-4,0.0,0.0,0.0,112.55251817830904,1.0
143.0,2.518430000092255E-4,0.0,0.0,0.0,112.55253416293964,1.0
144.0,2.51842906575789E-4,0.0,0.0,0.0,112.55254879942999,1.0
145.0,2.518428210225747E-4,0.0,0.0,0.0,112.55256220148216,1.0
146.0,2.5184274268495423E-4,0.0,0.0,0.0,112.55257447320865,1.0
147.0,2.518426709543557E-4,0.0,0.0,0.0,112.552585709941,1.0
148.0,2.518426052735361E-4,0.0,0.0,0.0,112.55259599897049,1.0
149.0,2.5184254513225147E-4,0.0,0.0,0.0,112.55260542022627,1.0
150.0,2.5184249006329285E-4,0.0,0.0,0.0,112.55261404689614,1.0
151.0,2.5184243963885695E-4,0.0,0.0,0.0,112.55262194599541,1.0
152.0,2.5184239346722143E-4,0.0,0.0,0.0,112.55262917888719,1.0
153.0,2.5184235118970325E-4,0.0,0.0,0.0,112.55263580175927,1.0
154.0,2.518423124778708E-4,0.0,0.0,0.0,112.55264186606053,1.0
155.0,2.5184227703099244E-4,0.0,0.0,0.0,112.55264741890078,1.0
156.0,2.518422445737012E-4,0.0,0.0,0.0,112.55265250341647,1.0
157.0,2.518422148538546E-4,0.0,0.0,0.0,112.55265715910586,1.0
158.0,2.5184218764057604E-4,0.0,0.0,0.0,112.55266142213611,1.0
159.0,2.5184216272246084E-4,0.0,0.0,0.0,112.55266532562396,1.0
160.0,2.5184213990593553E-4,0.0,0.0,0.0,112.55266889989302,1.0
161.0,2.5184211901375133E-4,0.0,0.0,0.0,112.55267217270963,1.0
162.0,2.5184209988360947E-4,0.0,0.0,0.0,112.55267516949814,1.0
163.0,2.5184208236689917E-4,0.0,0.0,0.0,112.5526779135387,1.0
164.0,2.5184206632754394E-4,0.0,0.0,0.0,112.55268042614782,1.0
165.0,2.51842051640944E-4,0.0,0.0,0.0,112.55268272684451,1.0
166.0,2.518420381930075E-4,0.0,0.0,0.0,112.55268483350136,1.0
167.0,2.5184202587926613E-4,0.0,0.0,0.0,112.55268676248359,1.0
168.0,2.518420146040619E-4,0.0,0.0,0.0,112.55268852877623,1.0
169.0,2.518420042798051E-4,0.0,0.0,0.0,112.55269014610046,1.0
170.0,2.5184199482629273E-4,0.0,0.0,0.0,112.55269162702022,1.0
171.0,2.518419861700868E-4,0.0,0.0,0.0,112.55269298303975,1.0
172.0,2.5184197824394195E-4,0.0,0.0,0.0,112.55269422469317,1.0
173.0,2.518419709862856E-4,0.0,0.0,0.0,112.55269536162605,1.0
174.0,2.5184196434073746E-4,0.0,0.0,0.0,112.55269640267046,1.0
175.0,2.5184195825567245E-4,0.0,0.0,0.0,112.5526973559136,1.0
176.0,2.5184195268381973E-4,0.0,0.0,0.0,112.55269822876058,1.0
177.0,2.5184194758189526E-4,0.0,0.0,0.0,112.55269902799202,1.0
178.0,2.5184194291026516E-4,0.0,0.0,0.0,112.55269975981662,1.0
179.0,2.518419386326382E-4,0.0,0.0,0.0,112.55270042991941,1.0
180.0,2.5184193471578485E-4,0.0,0.0,0.0,112.55270104350602,1.0
181.0,2.5184193112927746E-4,0.0,0.0,0.0,112.55270160534299,1.0
182.0,2.5184192784525494E-4,0.0,0.0,0.0,112.55270211979487,1.0
183.0,2.518419248382054E-4,0.0,0.0,0.0,112.55270259085815,1.0
184.0,2.5184192208476926E-4,0.0,0.0,0.0,112.55270302219212,1.0
185.0,2.518419195635566E-4,0.0,0.0,0.0,112.55270341714753,1.0
186.0,2.51841917254982E-4,0.0,0.0,0.0,112.55270377879256,1.0
187.0,2.518419151411117E-4,0.0,0.0,0.0,112.55270410993657,1.0
188.0,2.5184191320552464E-4,0.0,0.0,0.0,112.55270441315206,1.0
189.0,2.5184191143318407E-4,0.0,0.0,0.0,112.55270469079449,1.0
190.0,2.5184190981032223E-4,0.0,0.0,0.0,112.55270494502066,1.0
191.0,2.518419083243318E-4,0.0,0.0,0.0,112.55270517780552,1.0
192.0,2.5184190696366887E-4,0.0,0.0,0.0,112.55270539095744,1.0
193.0,2.5184190571776396E-4,0.0,0.0,0.0,112.55270558613212,1.0
194.0,2.5184190457693814E-4,0.0,0.0,0.0,112.55270576484591,1.0
195.0,2.5184190353232913E-4,0.0,0.0,0.0,112.55270592848706,1.0
196.0,2.5184190257582207E-4,0.0,0.0,0.0,112.55270607832676,1.0
197.0,2.518419016999863E-4,0.0,0.0,0.0,112.55270621552906,1.0
198.0,2.5184190089801834E-4,0.0,0.0,0.0,112.55270634115976,1.0
199.0,2.5184190016368794E-4,0.0,0.0,0.0,112.55270645619481,1.0
200.0,2.518418994912906E-4,0.0,0.0,0.0,112.55270656152786,1.0
201.0,2.5184189887560306E-4,0.0,0.0,0.0,112.5527066579772,1.0
202.0,2.518418983118421E-4,0.0,0.0,0.0,112.55270674629202,1.0
203.0,2.5184189779562863E-4,0.0,0.0,0.0,112.55270682715843,1.0
204.0,2.518418973229526E-4,0.0,0.0,0.0,112.55270690120459,1.0
205.0,2.5184189689014157E-4,0.0,0.0,0.0,112.55270696900574,1.0
206.0,2.5184189649383364E-4,0.0,0.0,0.0,112.55270703108853,1.0
207.0,2.518418961309503E-4,0.0,0.0,0.0,112.55270708793535,1.0
208.0,2.518418957986723E-4,0.0,0.0,0.0,112.55270713998772,1.0
209.0,2.518418954944183E-4,0.0,0.0,0.0,112.55270718765001,1.0
210.0,2.518418952158253E-4,0.0,0.0,0.0,112.5527072312924,1.0
211.0,2.5184189496072845E-4,0.0,0.0,0.0,112.55270727125409,1.0
212.0,2.5184189472714653E-4,0.0,0.0,0.0,112.55270730784535,1.0
213.0,2.518418945132649E-4,0.0,0.0,0.0,112.55270734135053,1.0
214.0,2.518418943174217E-4,0.0,0.0,0.0,112.55270737202994,1.0
215.0,2.518418941380961E-4,0.0,0.0,0.0,112.55270740012185,1.0
216.0,2.5184189397389436E-4,0.0,0.0,0.0,112.5527074258445,1.0
217.0,2.5184189382354165E-4,0.0,0.0,0.0,112.55270744939776,1.0
218.0,2.5184189368586955E-4,0.0,0.0,0.0,112.55270747096452,1.0
219.0,2.518418935598088E-4,0.0,0.0,0.0,112.55270749071234,1.0
220.0,2.518418934443798E-4,0.0,0.0,0.0,112.55270750879461,1.0
221.0,2.5184189333868606E-4,0.0,0.0,0.0,112.55270752535185,1.0
222.0,2.5184189324190665E-4,0.0,0.0,0.0,112.5527075405126,1.0
223.0,2.518418931532895E-4,0.0,0.0,0.0,112.55270755439471,1.0
224.0,2.518418930721465E-4,0.0,0.0,0.0,112.55270756710604,1.0
225.0,2.5184189299784683E-4,0.0,0.0,0.0,112.55270757874534,1.0
226.0,2.518418929298137E-4,0.0,0.0,0.0,112.55270758940296,1.0
227.0,2.518418928675183E-4,0.0,0.0,0.0,112.55270759916168,1.0
228.0,2.5184189281047696E-4,0.0,0.0,0.0,112.55270760809744,1.0
229.0,2.5184189275824617E-4,0.0,0.0,0.0,112.5527076162795,1.0
230.0,2.5184189271042055E-4,0.0,0.0,0.0,112.55270762377155,1.0
231.0,2.518418926666287E-4,0.0,0.0,0.0,112.55270763063169,1.0
232.0,2.5184189262652997E-4,0.0,0.0,0.0,112.55270763691325,1.0
233.0,2.518418925898133E-4,0.0,0.0,0.0,112.55270764266503,1.0
234.0,2.518418925561933E-4,0.0,0.0,0.0,112.55270764793171,1.0
235.0,2.5184189252540904E-4,0.0,0.0,0.0,112.55270765275414,1.0
236.0,2.5184189249722114E-4,0.0,0.0,0.0,112.55270765716993,1.0
237.0,2.518418924714102E-4,0.0,0.0,0.0,112.55270766121326,1.0
238.0,2.5184189244777626E-4,0.0,0.0,0.0,112.55270766491559,1.0
239.0,2.5184189242613564E-4,0.0,0.0,0.0,112.55270766830562,1.0
240.0,2.5184189240632005E-4,0.0,0.0,0.0,112.5527076714098,1.0
241.0,2.518418923881759E-4,0.0,0.0,0.0,112.55270767425215,1.0
242.0,2.518418923715619E-4,0.0,0.0,0.0,112.5527076768547,1.0
243.0,2.518418923563495E-4,0.0,0.0,0.0,112.55270767923778,1.0
244.0,2.5184189234242E-4,0.0,0.0,0.0,112.55270768141986,1.0
245.0,2.518418923296652E-4,0.0,0.0,0.0,112.55270768341799,1.0
246.0,2.5184189231798615E-4,0.0,0.0,0.0,112.55270768524753,1.0
247.0,2.5184189230729206E-4,0.0,0.0,0.0,112.55270768692279,1.0
248.0,2.5184189229750004E-4,0.0,0.0,0.0,112.55270768845679,1.0
249.0,2.518418922885336E-4,0.0,0.0,0.0,112.55270768986136,1.0
250.0,2.518418922803235E-4,0.0,0.0,0.0,112.5527076911475,1.0
251.0,2.5184189227280587E-4,0.0,0.0,0.0,112.55270769232517,1.0
252.0,2.518418922659222E-4,0.0,0.0,0.0,112.5527076934035,1.0
253.0,2.518418922596192E-4,0.0,0.0,0.0,112.55270769439097,1.0
254.0,2.5184189225384773E-4,0.0,0.0,0.0,112.55270769529507,1.0
255.0,2.5184189224856316E-4,0.0,0.0,0.0,112.5527076961229,1.0
256.0,2.51841892243724E-4,0.0,0.0,0.0,112.55270769688093,1.0
257.0,2.518418922392932E-4,0.0,0.0,0.0,112.55270769757512,1.0
258.0,2.5184189223523593E-4,0.0,0.0,0.0,112.55270769821063,1.0
259.0,2.5184189223152097E-4,0.0,0.0,0.0,112.55270769879259,1.0
260.0,2.5184189222811923E-4,0.0,0.0,0.0,112.55270769932548,1.0
261.0,2.518418922250045E-4,0.0,0.0,0.0,112.55270769981342,1.0
262.0,2.5184189222215243E-4,0.0,0.0,0.0,112.55270770026024,1.0
263.0,2.518418922195407E-4,0.0,0.0,0.0,112.55270770066932,1.0
264.0,2.518418922171496E-4,0.0,0.0,0.0,112.55270770104389,1.0
265.0,2.518418922149602E-4,0.0,0.0,0.0,112.55270770138686,1.0
266.0,2.5184189221295515E-4,0.0,0.0,0.0,112.55270770170092,1.0
267.0,2.5184189221111965E-4,0.0,0.0,0.0,112.55270770198851,1.0
268.0,2.518418922094388E-4,0.0,0.0,0.0,112.55270770225188,1.0
269.0,2.518418922078994E-4,0.0,0.0,0.0,112.55270770249302,1.0
270.0,2.5184189220649016E-4,0.0,0.0,0.0,112.55270770271383,1.0
271.0,2.518418922051997E-4,0.0,0.0,0.0,112.55270770291604,1.0
272.0,2.5184189220401774E-4,0.0,0.0,0.0,112.55270770310118,1.0
273.0,2.5184189220293555E-4,0.0,0.0,0.0,112.55270770327077,1.0
274.0,2.5184189220194426E-4,0.0,0.0,0.0,112.552707703426,1.0
275.0,2.5184189220103694E-4,0.0,0.0,0.0,112.55270770356809,1.0
276.0,2.518418922002062E-4,0.0,0.0,0.0,112.55270770369819,1.0
277.0,2.518418921994454E-4,0.0,0.0,0.0,112.55270770381728,1.0
278.0,2.51841892198749E-4,0.0,0.0,0.0,112.55270770392634,1.0
279.0,2.5184189219811133E-4,0.0,0.0,0.0,112.5527077040262,1.0
280.0,2.5184189219752765E-4,0.0,0.0,0.0,112.55270770411768,1.0
281.0,2.5184189219699287E-4,0.0,0.0,0.0,112.55270770420137,1.0
282.0,2.5184189219650357E-4,0.0,0.0,0.0,112.55270770427815,1.0
283.0,2.5184189219605563E-4,0.0,0.0,0.0,112.55270770434835,1.0
284.0,2.5184189219564526E-4,0.0,0.0,0.0,112.55270770441264,1.0
285.0,2.5184189219526953E-4,0.0,0.0,0.0,112.55270770447154,1.0
286.0,2.518418921949253E-4,0.0,0.0,0.0,112.55270770452546,1.0
287.0,2.518418921946102E-4,0.0,0.0,0.0,112.55270770457487,1.0
288.0,2.5184189219432145E-4,0.0,0.0,0.0,112.55270770462012,1.0
289.0,2.518418921940572E-4,0.0,0.0,0.0,112.55270770466151,1.0
290.0,2.5184189219381497E-4,0.0,0.0,0.0,112.55270770469939,1.0
291.0,2.5184189219359335E-4,0.0,0.0,0.0,112.55270770473405,1.0
292.0,2.5184189219339045E-4,0.0,0.0,0.0,112.55270770476581,1.0
293.0,2.518418921932047E-4,0.0,0.0,0.0,112.55270770479488,1.0
294.0,2.5184189219303456E-4,0.0,0.0,0.0,112.55270770482153,1.0
295.0,2.5184189219287876E-4,0.0,0.0,0.0,112.55270770484589,1.0
296.0,2.518418921927364E-4,0.0,0.0,0.0,112.5527077048682,1.0
297.0,2.51841892192606E-4,0.0,0.0,0.0,112.55270770488863,1.0
298.0,2.518418921924868E-4,0.0,0.0,0.0,112.55270770490735,1.0
299.0,2.5184189219237737E-4,0.0,0.0,0.0,112.55270770492449,1.0
300.0,2.518418921922772E-4,0.0,0.0,0.0,112.55270770494022,1.0
301.0,2.518418921921857E-4,0.0,0.0,0.0,112.55270770495464,1.0
302.0,2.518418921921017E-4,0.0,0.0,0.0,112.55270770496784,1.0
303.0,2.518418921920246E-4,0.0,0.0,0.0,112.55270770497991,1.0
304.0,2.5184189219195393E-4,0.0,0.0,0.0,112.55270770499101,1.0
305.0,2.518418921918891E-4,0.0,0.0,0.0,112.55270770500114,1.0
306.0,2.518418921918298E-4,0.0,0.0,0.0,112.55270770501038,1.0
307.0,2.518418921917756E-4,0.0,0.0,0.0,112.55270770501888,1.0
308.0,2.5184189219172587E-4,0.0,0.0,0.0,112.55270770502658,1.0
309.0,2.518418921916804E-4,0.0,0.0,0.0,112.55270770503365,1.0
310.0,2.5184189219163875E-4,0.0,0.0,0.0,112.55270770504012,1.0
311.0,2.518418921916011E-4,0.0,0.0,0.0,112.55270770504602,1.0
312.0,2.5184189219156644E-4,0.0,0.0,0.0,112.55270770505143,1.0
313.0,2.518418921915347E-4,0.0,0.0,0.0,112.55270770505645,1.0
314.0,2.518418921915056E-4,0.0,0.0,0.0,112.55270770506101,1.0
315.0,2.5184189219147916E-4,0.0,0.0,0.0,112.55270770506522,1.0
316.0,2.5184189219145493E-4,0.0,0.0,0.0,112.5527077050691,1.0
317.0,2.5184189219143254E-4,0.0,0.0,0.0,112.55270770507263,1.0
318.0,2.5184189219141205E-4,0.0,0.0,0.0,112.55270770507587,1.0
319.0,2.51841892191393E-4,0.0,0.0,0.0,112.55270770507886,1.0
320.0,2.518418921913758E-4,0.0,0.0,0.0,112.55270770508159,1.0
321.0,2.518418921913598E-4,0.0,0.0,0.0,112.5527077050841,1.0
322.0,2.51841892191345E-4,0.0,0.0,0.0,112.55270770508636,1.0
323.0,2.518418921913318E-4,0.0,0.0,0.0,112.55270770508842,1.0
324.0,2.518418921913195E-4,0.0,0.0,0.0,112.5527077050903,1.0
325.0,2.5184189219130834E-4,0.0,0.0,0.0,112.552707705092,1.0
326.0,2.518418921912981E-4,0.0,0.0,0.0,112.5527077050936,1.0
327.0,2.5184189219128894E-4,0.0,0.0,0.0,112.552707705095,1.0
328.0,2.518418921912805E-4,0.0,0.0,0.0,112.5527077050963,1.0
329.0,2.518418921912729E-4,0.0,0.0,0.0,112.5527077050975,1.0
330.0,2.51841892191266E-4,0.0,0.0,0.0,112.55270770509857,1.0
331.0,2.5184189219125966E-4,0.0,0.0,0.0,112.5527077050996,1.0
332.0,2.518418921912537E-4,0.0,0.0,0.0,112.55270770510059,1.0
333.0,2.518418921912484E-4,0.0,0.0,0.0,112.5527077051015,1.0
334.0,2.5184189219124335E-4,0.0,0.0,0.0,112.5527077051023,1.0
335.0,2.5184189219123863E-4,0.0,0.0,0.0,112.55270770510303,1.0
336.0,2.5184189219123456E-4,0.0,0.0,0.0,112.55270770510371,1.0
337.0,2.5184189219123044E-4,0.0,0.0,0.0,112.55270770510432,1.0
338.0,2.5184189219122665E-4,0.0,0.0,0.0,112.55270770510488,1.0
339.0,2.5184189219122334E-4,0.0,0.0,0.0,112.55270770510539,1.0
340.0,2.5184189219122014E-4,0.0,0.0,0.0,112.5527077051058,1.0
341.0,2.5184189219121754E-4,0.0,0.0,0.0,112.5527077051062,1.0
342.0,2.518418921912151E-4,0.0,0.0,0.0,112.55270770510657,1.0
343.0,2.518418921912128E-4,0.0,0.0,0.0,112.55270770510687,1.0
344.0,2.5184189219121104E-4,0.0,0.0,0.0,112.55270770510715,1.0
345.0,2.518418921912094E-4,0.0,0.0,0.0,112.55270770510747,1.0
346.0,2.518418921912079E-4,0.0,0.0,0.0,112.55270770510772,1.0
347.0,2.518418921912063E-4,0.0,0.0,0.0,112.55270770510799,1.0
348.0,2.5184189219120486E-4,0.0,0.0,0.0,112.55270770510825,1.0
349.0,2.518418921912037E-4,0.0,0.0,0.0,112.55270770510847,1.0
350.0,2.518418921912026E-4,0.0,0.0,0.0,112.55270770510869,1.0
351.0,2.518418921912015E-4,0.0,0.0,0.0,112.55270770510892,1.0
352.0,2.5184189219120036E-4,0.0,0.0,0.0,112.5527077051091,1.0
353.0,2.518418921911994E-4,0.0,0.0,0.0,112.55270770510926,1.0
