"time","AraC","aTc","BFP","ara","TetR","cell"
354.0,2.5184189219119824E-4,0.0,0.0,0.0,112.55270770510937,1.0
355.0,2.518418921911973E-4,0.0,0.0,0.0,112.5527077051095,1.0
356.0,2.518418921911964E-4,0.0,0.0,0.0,112.55270770510961,1.0
357.0,2.518418921911956E-4,0.0,0.0,0.0,112.55270770510968,1.0
358.0,2.51841892191195E-4,0.0,0.0,0.0,112.55270770510971,1.0
359.0,2.5184189219119467E-4,0.0,0.0,0.0,112.55270770510974,1.0
360.0,2.5184189219119434E-4,0.0,0.0,0.0,112.55270770510977,1.0
361.0,2.518418921911942E-4,0.0,0.0,0.0,112.5527077051098,1.0
362.0,2.518418921911939E-4,0.0,0.0,0.0,112.55270770510984,1.0
363.0,2.5184189219119374E-4,0.0,0.0,0.0,112.55270770510985,1.0
364.0,2.518418921911936E-4,0.0,0.0,0.0,112.55270770510992,1.0
365.0,2.5184189219119336E-4,0.0,0.0,0.0,112.55270770510998,1.0
366.0,2.5184189219119315E-4,0.0,0.0,0.0,112.55270770511002,1.0
367.0,2.5184189219119293E-4,0.0,0.0,0.0,112.5527077051101,1.0
368.0,2.518418921911927E-4,0.0,0.0,0.0,112.55270770511015,1.0
369.0,2.518418921911925E-4,0.0,0.0,0.0,112.55270770511022,1.0
370.0,2.518418921911924E-4,0.0,0.0,0.0,112.55270770511028,1.0
371.0,2.51841892191192E-4,0.0,0.0,0.0,112.55270770511034,1.0
372.0,2.518418921911918E-4,0.0,0.0,0.0,112.5527077051104,1.0
373.0,2.518418921911916E-4,0.0,0.0,0.0,112.55270770511045,1.0
374.0,2.5184189219119125E-4,0.0,0.0,0.0,112.55270770511049,1.0
375.0,2.518418921911911E-4,0.0,0.0,0.0,112.55270770511052,1.0
376.0,2.5184189219119087E-4,0.0,0.0,0.0,112.55270770511055,1.0
377.0,2.518418921911908E-4,0.0,0.0,0.0,112.55270770511055,1.0
378.0,2.518418921911907E-4,0.0,0.0,0.0,112.55270770511055,1.0
379.0,2.5184189219119055E-4,0.0,0.0,0.0,112.55270770511055,1.0
380.0,2.518418921911904E-4,0.0,0.0,0.0,112.55270770511055,1.0
381.0,2.518418921911903E-4,0.0,0.0,0.0,112.55270770511055,1.0
382.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
383.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
384.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
385.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
386.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
387.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
388.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
389.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
390.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
391.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
392.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
393.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
394.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
395.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
396.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
397.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
398.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
399.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
400.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
401.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
402.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
403.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
404.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
405.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
406.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
407.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
408.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
409.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
410.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
411.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
412.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
413.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
414.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
415.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
416.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
417.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
418.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
419.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
420.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
421.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
422.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
423.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
424.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
425.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
426.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
427.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
428.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
429.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
430.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
431.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
432.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
433.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
434.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
435.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
436.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
437.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
438.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
439.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
440.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
441.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
442.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
443.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
444.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
445.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
446.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
447.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
448.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
449.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
450.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
451.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
452.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
453.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
454.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
455.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
456.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
457.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
458.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
459.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
460.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
461.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
462.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
463.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
464.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
465.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
466.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
467.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
468.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
469.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
470.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
471.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
472.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
473.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
474.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
475.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
476.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
477.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
478.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
479.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
480.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
481.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
482.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
483.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
484.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
485.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
486.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
487.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
488.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
489.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
490.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
491.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
492.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
493.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
494.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
495.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
496.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
497.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
498.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
499.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
500.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
501.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
502.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
503.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
504.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
505.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
506.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
507.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
508.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
509.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
510.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
511.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
512.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
513.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
514.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
515.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
516.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
517.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
518.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
519.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
520.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
521.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
522.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
523.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
524.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
525.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
526.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
527.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
528.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
529.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
530.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
531.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
532.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
533.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
534.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
535.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
536.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
537.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
538.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
539.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
540.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
541.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
542.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
543.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
544.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
545.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
546.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
547.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
548.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
549.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
550.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
551.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
552.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
553.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
554.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
555.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
556.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
557.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
558.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
559.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
560.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
561.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
562.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
563.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
564.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
565.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
566.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
567.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
568.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
569.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
570.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
571.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
572.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
573.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
574.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
575.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
576.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
577.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
578.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
579.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
580.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
581.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
582.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
583.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
584.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
585.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
586.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
587.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
588.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
589.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
590.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
591.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
592.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
593.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
594.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
595.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
596.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
597.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
598.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
599.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
600.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
601.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
602.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
603.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
604.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
605.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
606.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
607.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
608.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
609.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
610.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
611.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
612.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
613.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
614.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
615.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
616.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
617.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
618.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
619.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
620.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
621.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
622.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
623.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
624.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
625.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
626.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
627.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
628.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
629.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
630.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
631.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
632.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
633.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
634.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
635.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
636.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
637.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
638.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
639.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
640.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
641.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
642.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
643.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
644.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
645.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
646.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
647.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
648.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
649.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
650.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
651.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
652.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
653.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
654.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
655.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
656.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
657.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
658.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
659.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
660.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
661.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
662.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
663.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
664.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
665.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
666.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
667.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
668.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
669.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
670.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
671.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
672.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
673.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
674.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
675.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
676.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
677.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
678.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
679.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
680.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
681.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
682.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
683.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
684.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
685.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
686.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
687.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
688.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
689.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
690.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
691.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
692.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
693.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
694.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
695.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
696.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
697.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
698.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
699.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
700.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
701.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
702.0,2.5184189219119006E-4,0.0,0.0,0.0,112.55270770511055,1.0
