"Part","MEAN_FITC.A","MEAN_Pacific_Blue.A","STD_FITC.A","STD_Pacific_Blue.A"
"EXPRESSOR_pPhlF_1_M9_glucose",25654.9689824771,44.7125917248181,755.908881128651,2.38509558010754
"EXPRESSOR_pPhlF_3_M9_glucose",16405.3217747512,49.8876317800522,1852.1724800433,2.02095827129409
"EXPRESSOR_pPhlF_4_M9_glucose",14234.7231403943,51.1661496303878,1480.9067636477,4.37472778445056
"EXPRESSOR_pPhlF_5_M9_glucose",28938.8591215655,44.9990532421949,5623.13920146171,5.17235296514988
