"Time","MEAN_FITC.A","MEAN_Pacific_Blue.A","MEAN_PE.Texas_Red.A","MEAN_Pacific_Orange.A","STD_FITC.A","STD_Pacific_Blue.A","STD_PE.Texas_Red.A","STD_Pacific_Orange.A"
0,395.555838582451,361.763138824035,17.2253795606374,23.460174627291,24.2554458631378,7.56604880747646,0.570044995989819,4.53281623729474
30,449.341534775419,353.927720952666,16.8890514954588,48.3915947473312,45.4854191015898,5.00334811633695,0.753257752197169,46.6852470002365
60,400.981163860737,349.173179199122,15.9041051371864,24.8368392340883,36.0631938075038,8.0315830096247,1.20488457432494,4.50534096598673
90,448.675395358798,333.2964743094,16.3043842804823,26.0274104416364,43.5086860291488,17.0980224890097,1.05898281376548,4.41056680674656
120,407.683245653258,402.019124656917,15.8820009116818,51.9764753463267,37.5027506698098,15.5709844529616,0.907388101086037,8.73016113135736
