"Time","MEAN_YFP.A","MEAN_Pacific_Blue.A","MEAN_PE.Texas_Red.A","MEAN_Pacific_Orange.A","STD_YFP.A","STD_Pacific_Blue.A","STD_PE.Texas_Red.A","STD_Pacific_Orange.A"
0,16.2504248218524,22.2459606915159,59.2152082891822,-1.90208029883398,0.40453621689298,0.543090506621777,14.5185560866334,1.44377240460102
20,15.6481207102417,22.2710737395389,103.637699815346,0.218505548903982,0.308822898849355,0.64073079125974,64.4812394147754,3.1721437573199
40,15.4583231254296,21.5932942216343,70.7916734268228,3.60402479687397,0.302608050383175,0.23825637496245,20.6220055236983,3.70854776052469
60,15.7191708572959,20.405388527616,76.0086379627219,-1.27100131023192,0.487373839876271,0.895745203489014,14.9451745968404,0.78056072444151
