Wavelength,"EBFP2 (EX)","EBFP2 (EM)","EYFP (EX)","EYFP (EM)","T-Sapphire (EX)","T-Sapphire (EM)","CFP (Tsien) (AB)","CFP (Tsien) (EM)","mCitrine (AB)","mCitrine (EM)","mRFP1.4 (AB)","mRFP1.4 (EM)","EGFPm (Tsien) (AB)","EGFPm (Tsien) (EM)","mCherry (AB)","mCherry (EM)","mOrange (AB)","mOrange (EM)","DsRed (EX)","DsRed (EM)","E2-Crimson (EX)","E2-Crimson (EM)","NirFP (AB)","NirFP (EM)",
432.00,0.0040000000,,,0.2679148270,,0.0120000000,,0.0240000000,,0.9860000000,0.9303800000,,,,0.0116868900,,,0.0141380940,,0.0407580000,,0.2520000000,,0.0301700000,
433.00,0.0040000000,,,0.2446740410,,0.0130000000,,0.0250000000,0.0040000000,0.9940000000,0.9525100000,,,,0.0109990840,,,0.0143285330,,0.0417670000,,0.2580000000,,0.0355100000,
434.00,0.0050000000,,,0.2162685900,,0.0140000000,,0.0260000000,0.0040000000,0.9980000000,0.9589800000,,,,0.0109966670,,,0.0142221810,,0.0423360000,,0.2660000000,,0.0329100000,
435.00,0.0050000000,,,0.1981923680,,0.0150000000,,0.0270000000,0.0040000000,1.0000000000,0.9652200000,,,,0.0111297020,,,0.0148379080,,0.0440370000,,0.2740000000,,0.0327700000,
436.00,0.0050000000,,,0.1749515810,,0.0160000000,,0.0270000000,0.0060000000,1.0000000000,0.9714700000,,,,0.0110074040,,,0.0148225640,,0.0450080000,,0.2830000000,,0.0349500000,
437.00,0.0050000000,,,0.1517107950,,0.0170000000,,0.0280000000,0.0040000000,0.9970000000,0.9883200000,,,,0.0107298840,,,0.0148588740,,0.0463970000,,0.2920000000,,0.0351100000,
438.00,0.0060000000,,,0.1329889890,,0.0180000000,,0.0290000000,0.0050000000,0.9940000000,0.9956200000,,,,0.0104487160,,,0.0148647160,,0.0473050000,,0.3020000000,,0.0364700000,
439.00,0.0060000000,,,0.1226597620,,0.0190000000,,0.0310000000,0.0050000000,0.9900000000,0.9982300000,,,,0.0113358200,,,0.0152550490,,0.0493340000,,0.3140000000,,0.0381900000,
440.00,0.0060000000,,,0.1110393690,,0.0200000000,,0.0320000000,0.0070000000,0.9840000000,1.0000000000,,,,0.0112205030,,,0.0148571100,,0.0507520000,,0.3250000000,,0.0397100000,
441.00,0.0070000000,,,0.0981278290,,0.0210000000,,0.0340000000,0.0070000000,0.9790000000,0.9973000000,,,,0.0116397300,,,0.0153787940,,0.0533090000,,0.3370000000,,0.0447100000,
442.00,0.0070000000,,,0.0897353210,,0.0230000000,,0.0350000000,0.0080000000,0.9730000000,0.9978700000,,,,0.0118503020,,,0.0152715900,,0.0550460000,,0.3500000000,,0.0433400000,
443.00,0.0080000000,,,0.0800516470,,0.0240000000,,0.0370000000,0.0090000000,0.9680000000,0.9978900000,,,,0.0104487160,,,0.0154069990,,0.0569040000,,0.3630000000,,0.0461100000,
444.00,0.0080000000,,,0.0723047210,,0.0250000000,,0.0390000000,0.0110000000,0.9650000000,0.9851700000,,,,0.0112884100,,,0.0159651380,,0.0592870000,,0.3770000000,,0.0481400000,
445.00,0.0090000000,,,0.0593931620,,0.0270000000,,0.0400000000,0.0130000000,0.9620000000,0.9855200000,,,,0.0111747770,,,0.0167076480,,0.0613000000,,0.3920000000,,0.0505200000,
446.00,0.0090000000,,,0.0490639150,,0.0280000000,,0.0430000000,0.0160000000,0.9600000000,0.9646200000,,,,0.0111369600,,,0.0164433880,,0.0639330000,,0.4070000000,,0.0538800000,
447.00,0.0100000000,,,0.0413169790,,0.0300000000,,0.0460000000,0.0190000000,0.9590000000,0.9684400000,,,,0.0118503020,,,0.0171923250,,0.0667370000,,0.4230000000,,0.0560300000,
448.00,0.0100000000,,,0.0393802400,,0.0320000000,,0.0480000000,0.0230000000,0.9600000000,0.9551100000,,,,0.0119652700,,,0.0172984020,,0.0691440000,,0.4390000000,,0.0600500000,
449.00,0.0110000000,,,0.0413169790,,0.0340000000,,0.0510000000,0.0290000000,0.9600000000,0.9437500000,,,,0.0119003540,,,0.0173005790,,0.0732490000,,0.4560000000,,0.0630800000,
450.00,0.0120000000,,,0.0413169790,,0.0350000000,,0.0540000000,0.0350000000,0.9620000000,0.9319400000,,0.1186458000,,0.0134978620,,,0.0176472920,,0.0762950000,,0.4730000000,,0.0641700000,
451.00,0.0120000000,,,0.0413169790,,0.0370000000,,0.0570000000,0.0430000000,0.9620000000,0.9220300000,,0.1227806000,,0.0133856510,,,0.0172721440,,0.0799880000,,0.4900000000,,0.0678200000,
452.00,0.0130000000,,,0.0413169790,,0.0390000000,,0.0610000000,0.0540000000,0.9620000000,0.9105600000,,0.1280845000,,0.0148828360,,,0.0174833150,,0.0837470000,,0.5080000000,,0.0725300000,
453.00,0.0140000000,,,0.0393802400,,0.0410000000,,0.0640000000,0.0660000000,0.9600000000,0.8906500000,,0.1324125000,,0.0144904160,,,0.0185711970,,0.0877190000,,0.5250000000,,0.0753300000,
454.00,0.0150000000,,,0.0400258230,,0.0440000000,,0.0660000000,0.0820000000,0.9560000000,0.8962100000,,0.1368355000,,0.0148142880,,,0.0181545730,,0.0920820000,,0.5430000000,,0.0791000000,
455.00,0.0160000000,,,0.0490639150,,0.0460000000,,0.0700000000,0.1010000000,0.9490000000,0.8684800000,,0.1420295000,,0.0147613150,,,0.0188670490,,0.0971740000,,0.5610000000,,0.0842700000,
456.00,0.0160000000,,,0.0490639150,,0.0490000000,,0.0730000000,0.1240000000,0.9400000000,0.8628500000,,0.1474354000,,0.0153496500,,,0.0191207500,,0.1020140000,,0.5790000000,,0.0860200000,
457.00,0.0170000000,,,0.0490639150,,0.0510000000,,0.0760000000,0.1490000000,0.9260000000,0.8462700000,,0.1523941000,,0.0155157030,,,0.0205331110,,0.1080050000,,0.5950000000,,0.0920100000,
458.00,0.0180000000,,,0.0419625620,,0.0540000000,,0.0800000000,0.1790000000,0.9080000000,0.8284800000,,0.1569870000,,0.0158967150,,,0.0199086340,,0.1136500000,,0.6120000000,,0.0961500000,
459.00,0.0200000000,,,0.0342156270,,0.0570000000,,0.0840000000,0.2140000000,0.8850000000,0.8099400000,,0.1622000000,,0.0159763070,,,0.0199032180,,0.1202360000,,0.6280000000,,0.0991300000,
460.00,0.0210000000,,,0.0316333150,,0.0600000000,,0.0880000000,0.2590000000,0.8570000000,0.8044500000,,0.1684377000,,0.0163867150,,,0.0206728280,,0.1270300000,,0.6440000000,,0.1032000000,
461.00,0.0220000000,,,0.0355067830,,0.0630000000,,0.0930000000,0.3050000000,0.8250000000,0.7696800000,,0.1759329000,,0.0168607770,,,0.0210002160,,0.1335890000,,0.6600000000,,0.1081100000,
462.00,0.0230000000,,,0.0374435110,,0.0670000000,,0.0980000000,0.3590000000,0.7880000000,0.7580900000,,0.1822611000,,0.0176872250,,,0.0207319460,,0.1411270000,,0.6740000000,,0.1132300000,
463.00,0.0250000000,,,0.0374435110,,0.0700000000,,0.1030000000,0.4170000000,0.7470000000,0.7505300000,,0.1857620000,,0.0183493100,,,0.0208982790,,0.1487510000,0.0030000000,0.6890000000,,0.1204400000,
464.00,0.0250000000,,,0.0380890840,,0.0740000000,,0.1080000000,0.4750000000,0.7030000000,0.7290700000,,0.1909081000,,0.0202234520,,,0.0206596460,,0.1566670000,0.0030000000,0.7020000000,,0.1270500000,
465.00,0.0270000000,,,0.0400258230,,0.0790000000,,0.1150000000,0.5370000000,0.6560000000,0.7068200000,,0.1972351000,,0.0197840220,,,0.0218209190,,0.1645770000,0.0030000000,0.7150000000,,0.1332500000,
466.00,0.0290000000,,,0.0413169790,,0.0830000000,,0.1210000000,0.6000000000,0.6080000000,0.6922700000,,0.2100846000,,0.0211584940,,,0.0219636040,,0.1723080000,0.0040000000,0.7280000000,,0.1394500000,
467.00,0.0300000000,,,0.0413169790,,0.0870000000,,0.1280000000,0.6650000000,0.5590000000,0.6684600000,,0.2172677000,,0.0229629850,,,0.0224083810,,0.1803440000,0.0040000000,0.7400000000,,0.1478400000,
468.00,0.0310000000,,,0.0413169790,,0.0910000000,,0.1360000000,0.7300000000,0.5120000000,0.6595500000,,0.2207070000,,0.0231614630,,,0.0227549070,,0.1882210000,0.0050000000,0.7520000000,,0.1581800000,
469.00,0.0330000000,,,0.0393802400,,0.0960000000,,0.1450000000,0.7850000000,0.4660000000,0.6320400000,,0.2278070000,,0.0246326790,,,0.0228857800,,0.1961040000,0.0060000000,0.7650000000,,0.1669700000,
470.00,0.0340000000,,,0.0413169790,,0.1020000000,,0.1550000000,0.8410000000,0.4210000000,0.6253300000,,0.2348217000,,0.0252393960,,,0.0229108380,,0.2036070000,0.0070000000,0.7770000000,,0.1785000000,
471.00,0.0360000000,,,0.0477727590,,0.1070000000,,0.1660000000,0.8910000000,0.3790000000,0.5991200000,,0.2408371000,,0.0276821990,,,0.0240448920,,0.2101560000,0.0090000000,0.7890000000,,0.1904200000,
472.00,0.0380000000,,,0.0490639150,,0.1140000000,,0.1780000000,0.9300000000,0.3400000000,0.5779000000,,0.2507091000,,0.0283732730,,,0.0242788980,,0.2164450000,0.0100000000,0.8020000000,,0.2036600000,
473.00,0.0390000000,,,0.0490639150,,0.1180000000,,0.1910000000,0.9590000000,0.3040000000,0.5586900000,,0.2582220000,,0.0301830260,,,0.0252918920,,0.2231930000,0.0120000000,0.8140000000,,0.2173900000,
474.00,0.0410000000,,,0.0432537180,,0.1220000000,,0.2060000000,0.9710000000,0.2720000000,0.5372800000,,0.2646301000,,0.0324509350,,,0.0263765540,,0.2284110000,0.0150000000,0.8290000000,,0.2319400000,
475.00,0.0420000000,,,0.0355067830,,0.1290000000,,0.2200000000,0.9950000000,0.2430000000,0.5243000000,,0.2737851000,,0.0330206100,,,0.0266862960,,0.2337460000,0.0180000000,0.8420000000,,0.2474500000,
476.00,0.0440000000,,,0.0316333150,,0.1340000000,,0.2350000000,0.9970000000,0.2170000000,0.5009200000,,0.2802520000,,0.0355135840,,,0.0273023690,,0.2393580000,0.0220000000,0.8560000000,,0.2617400000,
477.00,0.0460000000,,,0.0355067830,,0.1390000000,,0.2510000000,1.0000000000,0.1930000000,0.4842200000,,0.2866881000,,0.0371817660,,,0.0280996000,,0.2441510000,0.0270000000,0.8710000000,,0.2786600000,
478.00,0.0490000000,,,0.0374435110,,0.1440000000,,0.2650000000,0.9930000000,0.1730000000,0.4679200000,,0.2937617000,,0.0382647930,,,0.0287750050,,0.2494650000,0.0320000000,0.8850000000,,0.2929400000,
479.00,0.0500000000,,,0.0374435110,,0.1490000000,,0.2810000000,0.9860000000,0.1550000000,0.4631700000,,0.3007810000,,0.0401209040,,,0.0296427910,,0.2554310000,0.0380000000,0.9000000000,,0.3080500000,
480.00,0.0530000000,,,0.0374435110,,0.1530000000,,0.2940000000,0.9680000000,0.1380000000,0.4407700000,,0.3076321000,,0.0427145170,,,0.0313411270,,0.2620670000,0.0460000000,0.9150000000,,0.3209100000,
481.00,0.0560000000,,,0.0413169790,,0.1570000000,,0.3070000000,0.9530000000,0.1240000000,0.4230100000,,0.3115055000,,0.0467907410,,,0.0327706890,,0.2687180000,0.0550000000,0.9290000000,,0.3327700000,
482.00,0.0580000000,,,0.0413169790,,0.1620000000,,0.3180000000,0.9370000000,0.1110000000,0.4161200000,,0.3172041000,,0.0466618050,,,0.0334821060,,0.2773170000,0.0650000000,0.9440000000,,0.3429200000,
483.00,0.0610000000,,,0.0413169790,,0.1670000000,,0.3270000000,0.9200000000,0.0990000000,0.3997000000,,0.3215662000,,0.0507036300,,,0.0338558880,,0.2856700000,0.0780000000,0.9570000000,,0.3523600000,
484.00,0.0630000000,,,0.0413169790,,0.1710000000,0.0020000000,0.3350000000,0.9060000000,0.0890000000,0.3821100000,,0.3260890000,,0.0508994560,,,0.0341461310,,0.2963780000,0.0920000000,0.9690000000,,0.3622100000,
485.00,0.0660000000,,,0.0393802400,,0.1770000000,0.0020000000,0.3410000000,0.8960000000,0.0790000000,0.3703500000,,0.3294132000,0.0120113000,0.0549745910,0.0013309070,,0.0353798780,,0.3070700000,0.1090000000,0.9790000000,,0.3660000000,
486.00,0.0690000000,,,0.0413169790,,0.1830000000,0.0020000000,0.3470000000,0.8830000000,0.0700000000,0.3635000000,,0.3321277000,0.0132171800,0.0575868130,0.0013456250,,0.0354178060,,0.3194440000,0.1270000000,0.9890000000,,0.3708100000,
487.00,0.0730000000,,,0.0471271760,,0.1880000000,0.0020000000,0.3510000000,0.8750000000,0.0610000000,0.3493500000,,0.3330888000,0.0149617900,0.0586703550,0.0013957770,,0.0355271400,,0.3326060000,0.1480000000,0.9940000000,,0.3758000000,
488.00,0.0760000000,,,0.0490639150,,0.1960000000,0.0020000000,0.3540000000,0.8680000000,0.0540000000,0.3388600000,,0.3371239000,0.0169297100,0.0613073320,0.0013895700,,0.0367617970,,0.3469690000,0.1720000000,0.9980000000,,0.3808800000,
489.00,0.0810000000,,,0.0490639150,,0.2020000000,0.0030000000,0.3580000000,0.8590000000,0.0480000000,0.3393000000,,0.3387559000,0.0186966500,0.0648111310,0.0014840740,,0.0381371830,,0.3625500000,0.1980000000,1.0000000000,,0.3848500000,
490.00,0.0840000000,,,0.0419625620,,0.2100000000,0.0030000000,0.3620000000,0.8520000000,0.0420000000,0.3208600000,,0.3429846000,0.0207427300,0.0664977680,0.0015175930,,0.0396248940,,0.3791230000,0.2270000000,0.9970000000,0.0029100000,0.3904100000,
491.00,0.0890000000,,,0.0355067830,,0.2190000000,0.0030000000,0.3670000000,0.8560000000,0.0370000000,0.3165500000,,0.3495140000,0.0229255900,0.0714879060,0.0015759550,,0.0415306770,,0.3963420000,0.2590000000,0.9910000000,0.0015800000,0.3954600000,
492.00,0.0930000000,,0.1324300000,0.0316333150,,0.2250000000,0.0030000000,0.3730000000,0.8620000000,0.0330000000,0.3030200000,,0.3533182000,0.0248823400,0.0715158330,0.0015858920,,0.0425324330,,0.4139890000,0.2950000000,0.9800000000,0.0045200000,0.4018600000,
493.00,0.0970000000,,0.1763600000,,,0.2340000000,0.0040000000,0.3790000000,0.8600000000,0.0280000000,0.2979800000,,0.3565467000,0.0271238200,0.0745954520,0.0016618740,,0.0437354010,,0.4326780000,0.3310000000,0.9640000000,0.0073200000,0.4116400000,
494.00,0.1010000000,,0.2403100000,,,0.2450000000,0.0050000000,0.3880000000,0.8660000000,0.0250000000,0.2884100000,,0.3602087000,0.0296444300,0.0782704890,0.0018016300,,0.0435568760,,0.4512160000,0.3710000000,0.9440000000,0.0089800000,0.4199000000,
495.00,0.1060000000,,0.3049100000,,,0.2560000000,0.0050000000,0.3980000000,0.8740000000,0.0220000000,0.2800400000,,0.3678736000,0.0315453600,0.0813997000,0.0019904910,,0.0471252540,,0.4703370000,0.4160000000,0.9190000000,0.0074700000,0.4316000000,
496.00,0.1120000000,,0.3934100000,,,0.2690000000,0.0060000000,0.4090000000,0.8790000000,0.0180000000,0.2719200000,,0.3736607000,0.0336807700,0.0840057690,0.0020953340,,0.0483095100,,0.4889520000,0.4600000000,0.8900000000,0.0116400000,0.4467900000,
497.00,0.1170000000,,0.4515500000,,,0.2820000000,0.0080000000,0.4220000000,0.8800000000,0.0160000000,0.2656200000,,0.3810813000,0.0351378700,0.0857397830,0.0021607000,,0.0504506800,,0.5067660000,0.5090000000,0.8560000000,0.0128300000,0.4594600000,
498.00,0.1220000000,,0.5180900000,,,0.2960000000,0.0090000000,0.4380000000,0.8870000000,0.0140000000,0.2537700000,,0.3895141000,0.0368908500,0.0893135740,0.0025006640,,0.0539402850,,0.5232030000,0.5590000000,0.8190000000,0.0120700000,0.4794800000,
499.00,0.1270000000,,0.5839800000,,,0.3110000000,0.0110000000,0.4560000000,0.8950000000,0.0120000000,0.2470600000,,0.3978010000,0.0379990300,0.0932129700,0.0027739250,,0.0550578000,,0.5370670000,0.6100000000,0.7780000000,0.0205600000,0.5011600000,
500.00,0.1330000000,,0.6589200000,,0.0010000000,0.3270000000,0.0140000000,0.4760000000,0.8980000000,0.0120000000,0.2420200000,,0.4096009000,0.0380799800,0.0977676940,0.0031673140,,0.0564623280,0.0035610000,0.5496630000,0.6650000000,0.7350000000,0.0214600000,0.5233900000,
501.00,0.1370000000,,0.7073600000,,0.0010000000,0.3440000000,0.0170000000,0.5000000000,0.9050000000,0.0100000000,0.2300900000,,0.4193375000,0.0398441300,0.1009612250,0.0035506090,,0.0599013980,0.0031950000,0.5578800000,0.7180000000,0.6870000000,0.0299600000,0.5514500000,
502.00,0.1420000000,,0.7564600000,,0.0010000000,0.3610000000,0.0200000000,0.5270000000,0.9040000000,0.0100000000,0.2270900000,,0.4312219000,0.0398943700,0.1049992780,0.0040251670,,0.0634582750,0.0035500000,0.5636710000,0.7670000000,0.6400000000,0.0351300000,0.5811900000,
503.00,0.1480000000,,0.8255800000,,0.0010000000,0.3780000000,0.0260000000,0.5570000000,0.9040000000,0.0080000000,0.2213700000,,0.4430127000,0.0406564200,0.1079747620,0.0045197800,,0.0675624280,0.0031920000,0.5650390000,0.8160000000,0.5910000000,0.0423400000,0.6142300000,
504.00,0.1520000000,,0.8662800000,,0.0010000000,0.3950000000,0.0320000000,0.5920000000,0.9040000000,0.0090000000,0.2107800000,,0.4547238000,0.0413570600,0.1144337990,0.0051673820,,0.0685337900,0.0033370000,0.5624410000,0.8620000000,0.5430000000,0.0524500000,0.6498000000,
505.00,0.1590000000,,0.9076200000,,0.0010000000,0.4130000000,0.0400000000,0.6290000000,0.8920000000,0.0070000000,0.2087500000,,0.4670944000,0.0403493700,0.1183932300,0.0058330930,,0.0731896620,0.0031810000,0.5552930000,0.9030000000,0.4930000000,0.0654600000,0.6902900000,
506.00,0.1640000000,,0.9328200000,,0.0010000000,0.4290000000,0.0500000000,0.6710000000,0.8910000000,0.0070000000,0.2017300000,,0.4813282000,0.0389397200,0.1226590470,0.0066467150,,0.0751353880,0.0035600000,0.5445440000,0.9350000000,0.4460000000,0.0833400000,0.7313300000,
507.00,0.1690000000,,0.9670500000,,0.0010000000,0.4450000000,0.0640000000,0.7150000000,0.8720000000,0.0060000000,0.1953200000,,0.4956718000,0.0386689600,0.1284026580,0.0075042660,,0.0804813760,0.0030080000,0.5284830000,0.9660000000,0.4000000000,0.1029000000,0.7741600000,
508.00,0.1750000000,,0.9825600000,,0.0010000000,0.4590000000,0.0790000000,0.7610000000,0.8600000000,0.0060000000,0.1913000000,,0.5108128000,0.0382028000,0.1331636750,0.0085042290,,0.0817517580,0.0032570000,0.5097090000,0.9880000000,0.3550000000,0.1228300000,0.8186200000,
509.00,0.1800000000,,0.9967700000,,0.0010000000,0.4720000000,0.1000000000,0.8090000000,0.8450000000,0.0060000000,0.1844100000,,0.5245551000,0.0372425700,0.1369054580,0.0096131850,,0.0855182460,0.0031810000,0.4887450000,0.9990000000,0.3140000000,0.1584900000,0.8607700000,
510.00,0.1870000000,,1.0000000000,,0.0010000000,0.4830000000,0.1230000000,0.8550000000,0.8280000000,0.0060000000,0.1766300000,,0.5377816000,0.0365335500,0.1452050410,0.0107081550,,0.0904333600,0.0035200000,0.4647450000,1.0000000000,0.2750000000,0.1964000000,0.9017800000,
511.00,0.1910000000,,1.0000000000,,0.0020000000,0.4910000000,0.1530000000,0.8990000000,0.8100000000,0.0060000000,0.1734500000,,0.5525690000,0.0349341000,0.1502457880,0.0119206330,,0.0935713340,0.0029560000,0.4417230000,1.0000000000,0.2380000000,0.2347900000,0.9389800000,
512.00,0.1980000000,,0.9980600000,,0.0020000000,0.4980000000,0.1870000000,0.9370000000,0.7870000000,0.0050000000,0.1707900000,,0.5662450000,0.0334965400,0.1564758710,0.0131938110,,0.0944700330,0.0033330000,0.4185170000,0.9890000000,0.2040000000,0.2856900000,0.9672800000,
513.00,0.2040000000,,0.9928900000,,0.0020000000,0.5030000000,0.2270000000,0.9690000000,0.7650000000,0.0060000000,0.1652700000,,0.5791072000,0.0312411000,0.1619710590,0.0144294740,,0.1003997020,0.0032710000,0.3961150000,0.9700000000,0.1750000000,0.3409200000,0.9890900000,
514.00,0.2090000000,,0.9735100000,,0.0020000000,0.5060000000,0.2720000000,0.9900000000,0.7430000000,0.0050000000,0.1621400000,,0.5900350000,0.0305432600,0.1701614260,0.0155409490,,0.1023320170,0.0032410000,0.3753630000,0.9410000000,0.1470000000,0.3997100000,1.0000000000,
515.00,0.2170000000,,0.9534900000,,0.0030000000,0.5070000000,0.3220000000,1.0000000000,0.7190000000,0.0050000000,0.1507000000,,0.5997538000,0.0300743100,0.1759279530,0.0168985970,,0.1073266030,0.0031100000,0.3577710000,0.9060000000,0.1230000000,0.4630100000,0.9988500000,
516.00,0.2250000000,,0.9244200000,,0.0030000000,0.5080000000,0.3810000000,0.9960000000,0.6950000000,0.0050000000,0.1498500000,,0.6110764000,0.0280589300,0.1800155350,0.0177178290,,0.1133978340,0.0034410000,0.3425470000,0.8710000000,0.1010000000,0.5270700000,0.9848700000,
517.00,0.2320000000,,0.8766200000,,0.0030000000,0.5080000000,0.4430000000,0.9770000000,0.6720000000,0.0050000000,0.1441100000,,0.6189439000,0.0278216600,0.1851613180,0.0185690510,,0.1179667370,0.0033610000,0.3305350000,0.8340000000,0.0840000000,0.5953700000,0.9583700000,
518.00,0.2390000000,,0.8410900000,,0.0030000000,0.5060000000,0.5120000000,0.9440000000,0.6530000000,0.0050000000,0.1373600000,,0.6261724000,0.0256192700,0.1949535720,0.0197580720,,0.1226446930,0.0033050000,0.3210010000,0.7930000000,0.0690000000,0.6689200000,0.9199900000,
519.00,0.2480000000,,0.8062000000,,0.0030000000,0.5050000000,0.5810000000,0.8980000000,0.6320000000,0.0040000000,0.1342600000,,0.6346225000,0.0248683900,0.1985066890,0.0201122460,,0.1259626810,0.0032450000,0.3140360000,0.7510000000,0.0550000000,0.7272300000,0.8706500000,
520.00,0.2570000000,,0.7525800000,,0.0030000000,0.5050000000,0.6470000000,0.8420000000,0.6110000000,0.0040000000,0.1341700000,,0.6407209000,0.0243240700,0.2051455250,0.0211097030,,0.1293606220,0.0032900000,0.3100270000,0.7150000000,0.0450000000,0.7981800000,0.8119300000,
521.00,0.2660000000,,0.7157600000,,0.0040000000,0.5060000000,0.7150000000,0.7760000000,0.5930000000,0.0040000000,0.1281400000,,0.6447891000,0.0229786200,0.2092049300,0.0215137230,,0.1322185630,0.0032620000,0.3080820000,0.6800000000,0.0360000000,0.8610700000,0.7468200000,
522.00,0.2750000000,,0.6821700000,,0.0040000000,0.5080000000,0.7810000000,0.7060000000,0.5740000000,0.0050000000,0.1204700000,,0.6491809000,0.0221105100,0.2152017740,0.0220480850,,0.1389997470,0.0037020000,0.3093580000,0.6500000000,0.0310000000,0.9027600000,0.6780100000,
523.00,0.2840000000,,0.6511600000,,0.0050000000,0.5090000000,0.8380000000,0.6330000000,0.5560000000,0.0050000000,0.1230700000,,0.6524941000,0.0214182400,0.2211246100,0.0223276390,,0.1434366700,0.0033910000,0.3117000000,0.6210000000,0.0260000000,0.9479500000,0.6079700000,
524.00,0.2960000000,,0.6091700000,,0.0060000000,0.5150000000,0.8900000000,0.5620000000,0.5410000000,0.0050000000,0.1164900000,,0.6556746000,0.0209158000,0.2233370700,0.0227237920,,0.1520091160,0.0032880000,0.3162120000,0.5970000000,0.0210000000,0.9650500000,0.5387100000,
525.00,0.3060000000,,0.5814000000,,0.0060000000,0.5220000000,0.9310000000,0.4920000000,0.5290000000,0.0050000000,0.1122000000,,0.6572194000,0.0202877400,0.2290357770,0.0230883660,,0.1613052150,0.0036830000,0.3222250000,0.5700000000,0.0180000000,0.9880400000,0.4717800000,
526.00,0.3200000000,,0.5581400000,,0.0070000000,0.5300000000,0.9660000000,0.4260000000,0.5130000000,0.0050000000,0.1090000000,,0.6610410000,0.0197657500,0.2343017230,0.0234207930,,0.1633080180,0.0035680000,0.3296670000,0.5470000000,0.0160000000,0.9911300000,0.4101300000,
527.00,0.3310000000,,0.5239000000,,0.0100000000,0.5400000000,0.9870000000,0.3660000000,0.5020000000,0.0050000000,0.1078400000,,0.6638288000,0.0185654600,0.2417092770,0.0236971030,,0.1723792690,0.0038900000,0.3386340000,0.5280000000,0.0140000000,1.0000000000,0.3524500000,
528.00,0.3460000000,,0.5064600000,,0.0110000000,0.5520000000,0.9990000000,0.3100000000,0.4870000000,0.0050000000,0.1022800000,,0.6689101000,0.0184593800,0.2451911380,0.0241661000,,0.1751784470,0.0034440000,0.3483230000,0.5080000000,0.0120000000,0.9750600000,0.3008200000,
529.00,0.3560000000,,0.4864300000,,0.0130000000,0.5660000000,1.0000000000,0.2620000000,0.4750000000,0.0050000000,0.0979200000,,0.6735181000,0.0184482200,0.2501380980,0.0248228770,,0.1757680720,0.0036650000,0.3594210000,0.4900000000,0.0110000000,0.9695600000,0.2553600000,
530.00,0.3730000000,,0.4709300000,,0.0160000000,0.5820000000,1.0000000000,0.2200000000,0.4650000000,0.0050000000,0.0955500000,,0.6785523000,0.0171725600,0.2548897960,0.0252391520,,0.1782264420,0.0035230000,0.3711110000,0.4730000000,0.0090000000,0.9611200000,0.2151400000,
531.00,0.3830000000,,0.4502600000,,0.0200000000,0.5990000000,0.9830000000,0.1820000000,0.4560000000,0.0040000000,0.0937700000,,0.6841877000,0.0172786300,0.2586893870,0.0256429020,,0.1835593440,0.0033280000,0.3838220000,0.4640000000,0.0080000000,0.9407600000,,
532.00,0.4000000000,,0.4379800000,,0.0220000000,0.6170000000,0.9620000000,0.1500000000,0.4490000000,0.0030000000,0.0921400000,,0.6909187000,0.0171948900,0.2678489800,0.0260950240,,0.1923819690,0.0034360000,0.3970780000,0.4500000000,0.0070000000,0.8966600000,,
533.00,0.4140000000,,0.4263600000,,0.0270000000,0.6400000000,0.9410000000,0.1230000000,0.4330000000,0.0030000000,0.0881000000,,0.6997514000,0.0168934200,0.2690494300,0.0268076280,,0.2017705450,0.0033160000,0.4107780000,0.4390000000,0.0060000000,0.8672200000,,
534.00,0.4290000000,,0.4115000000,,0.0320000000,0.6640000000,0.9100000000,0.1010000000,0.4290000000,0.0030000000,0.0851100000,,0.7102904000,0.0169073800,0.2748291960,0.0273584290,,0.2079812820,0.0033920000,0.4250770000,0.4300000000,0.0060000000,0.8511400000,,
535.00,0.4420000000,,0.4018100000,,0.0390000000,0.6890000000,0.8780000000,0.0820000000,0.4230000000,0.0030000000,0.0821000000,,0.7206086000,0.0170636900,0.2789562490,0.0280998230,,0.2100837040,0.0035660000,0.4387860000,0.4220000000,0.0050000000,0.8034800000,,
536.00,0.4570000000,,0.3934100000,,0.0460000000,0.7140000000,0.8470000000,0.0670000000,0.4100000000,0.0030000000,0.0782400000,,0.7324111000,0.0167147700,0.2856854500,0.0284188870,,0.2232439290,0.0037210000,0.4521350000,0.4100000000,0.0050000000,0.7781400000,,
537.00,0.4720000000,,0.3856600000,,0.0550000000,0.7440000000,0.8130000000,0.0550000000,0.4020000000,0.0030000000,0.0785800000,,0.7462828000,0.0167036100,0.2891400600,0.0289458850,,0.2258755120,0.0037740000,0.4660740000,0.4010000000,0.0050000000,0.7382100000,,
538.00,0.4850000000,,0.3766200000,,0.0670000000,0.7740000000,0.7780000000,0.0450000000,0.3950000000,0.0030000000,0.0744500000,,0.7609553000,0.0169408700,0.2970700490,0.0289907540,,0.2450508450,0.0037580000,0.4791570000,0.3940000000,0.0050000000,0.7098000000,,
539.00,0.4960000000,,0.3701600000,,0.0810000000,0.8070000000,0.7430000000,0.0370000000,0.3850000000,0.0030000000,0.0759100000,,0.7762409000,0.0169687900,0.3049605730,0.0293043920,,0.2556287850,0.0081100000,0.4909420000,0.3870000000,0.0050000000,0.6774800000,,
