Wavelength,"EBFP2 (EX)","EBFP2 (EM)","EYFP (EX)","EYFP (EM)","T-Sapphire (EX)","T-Sapphire (EM)","CFP (Tsien) (AB)","CFP (Tsien) (EM)","mCitrine (AB)","mCitrine (EM)","mRFP1.4 (AB)","mRFP1.4 (EM)","EGFPm (Tsien) (AB)","EGFPm (Tsien) (EM)","mCherry (AB)","mCherry (EM)","mOrange (AB)","mOrange (EM)","DsRed (EX)","DsRed (EM)","E2-Crimson (EX)","E2-Crimson (EM)","NirFP (AB)","NirFP (EM)",
540.00,0.5070000000,,0.3643400000,,0.0950000000,0.8380000000,0.7100000000,0.0310000000,0.3780000000,0.0040000000,0.0702500000,,0.7915329000,0.0171837200,0.3048203480,0.0294817590,,0.2692304560,0.0297330000,0.5025770000,0.3810000000,0.0040000000,0.6334200000,,
541.00,0.5190000000,,0.3553000000,,0.1170000000,0.8660000000,0.6810000000,0.0260000000,0.3720000000,0.0040000000,,,0.8124864000,0.0179569300,0.3125509740,0.0293017960,,0.2805024610,0.0508820000,0.5127000000,0.3690000000,0.0050000000,0.6000600000,,
542.00,0.5260000000,,0.3494800000,,0.1390000000,0.8970000000,0.6500000000,0.0210000000,0.3620000000,0.0050000000,,,0.8286774000,0.0186408200,0.3179239410,0.0288698330,,0.2863338860,0.0433470000,0.5216260000,0.3620000000,0.0060000000,0.5764800000,,
543.00,0.5350000000,,0.3410900000,,0.1660000000,0.9250000000,0.6210000000,0.0180000000,0.3540000000,0.0040000000,,,0.8478535000,0.0199081100,0.3259117690,0.0286886520,,0.2987551240,0.0167670000,0.5307710000,0.3580000000,0.0050000000,0.5527100000,,
544.00,0.5460000000,,0.3372100000,,0.1970000000,0.9500000000,0.5950000000,0.0150000000,0.3460000000,0.0050000000,,,0.8667336000,0.0200755900,0.3312382970,0.0282099600,,0.3031743770,0.0050900000,0.5384030000,0.3480000000,0.0050000000,0.5268900000,,
545.00,0.5530000000,,0.3301000000,,0.2320000000,0.9710000000,0.5680000000,0.0130000000,0.3390000000,0.0050000000,,,0.8859820000,0.0214712800,0.3410180250,0.0278378430,,0.3076614720,0.0044270000,0.5450810000,0.3390000000,0.0050000000,0.4987500000,,
546.00,0.5550000000,,0.3236400000,,0.2730000000,0.9870000000,0.5470000000,0.0110000000,0.3310000000,0.0050000000,,,0.9063019000,0.0233694200,0.3494504640,0.0270903530,,0.3221471590,0.0045000000,0.5506400000,0.3300000000,0.0050000000,0.4847900000,,
547.00,0.5660000000,,0.3178300000,,0.3240000000,0.9960000000,0.5220000000,0.0090000000,0.3160000000,0.0050000000,,,0.9236623000,0.0251559000,0.3591804490,0.0267919090,,0.3313099400,0.0046410000,0.5561770000,0.3220000000,0.0060000000,0.4542500000,,
548.00,0.5690000000,,0.3107200000,,0.3720000000,1.0000000000,0.5030000000,0.0080000000,0.3110000000,0.0050000000,,,0.9414325000,0.0277267600,0.3653396480,0.0264478510,,0.3331090840,0.0049030000,0.5606800000,0.3120000000,0.0060000000,0.4312700000,,
549.00,0.5750000000,,0.3049100000,,0.4220000000,0.9950000000,0.4840000000,0.0070000000,0.3000000000,0.0050000000,,,0.9563534000,0.0303674000,0.3770243890,0.0260313880,,0.3506748990,0.0048610000,0.5652320000,0.3020000000,0.0060000000,0.4153100000,,
550.00,0.5780000000,0.0010000000,0.2945700000,,0.4800000000,0.9840000000,0.4660000000,0.0060000000,0.2940000000,0.0050000000,,,0.9691079000,0.0337617200,0.3914864070,0.0253859000,,0.3557661840,0.0053170000,0.5688420000,0.2910000000,0.0060000000,0.3925700000,,
551.00,0.5830000000,0.0010000000,0.2868200000,,0.5320000000,0.9630000000,0.4520000000,0.0050000000,0.2810000000,0.0040000000,,,0.9812265000,0.0379990300,0.4006625520,0.0248041660,,0.3738765380,0.0054900000,0.5723270000,0.2800000000,0.0050000000,0.3761600000,,
552.00,0.5870000000,0.0020000000,0.2739000000,,0.5810000000,0.9360000000,0.4370000000,0.0050000000,0.2720000000,0.0040000000,,,0.9920992000,0.0426969200,0.4122078190,0.0245807730,,0.3814649650,0.0058020000,0.5762390000,0.2670000000,0.0050000000,0.3650500000,,
553.00,0.5880000000,0.0020000000,0.2635700000,,0.6310000000,0.8990000000,0.4240000000,0.0030000000,0.2670000000,0.0030000000,,,0.9975225000,0.0493348200,0.4274029820,0.0244728780,,0.3925392110,0.0062150000,0.5792920000,0.2560000000,0.0040000000,0.3470700000,,
554.00,0.5940000000,0.0020000000,0.2558100000,,0.6830000000,0.8560000000,0.4150000000,0.0030000000,0.2580000000,0.0030000000,,,1.0000000000,0.0556070400,0.4420682380,0.0242890130,,0.3931827930,0.0066080000,0.5831710000,0.2450000000,0.0040000000,0.3431900000,,
555.00,0.5990000000,0.0030000000,0.2428900000,,0.7340000000,0.8060000000,0.4010000000,0.0020000000,0.2450000000,0.0030000000,,,0.9991264000,0.0643635900,0.4551328350,0.0238530670,,0.4028870090,0.0077390000,0.5874840000,0.2340000000,0.0040000000,0.3363600000,,
556.00,0.6040000000,0.0030000000,0.2332000000,,0.7840000000,0.7550000000,0.3930000000,0.0020000000,0.2410000000,0.0020000000,,,0.9961664000,0.0733406600,0.4695143720,0.0236737600,,0.4115851880,0.0074940000,0.5922550000,0.2240000000,0.0040000000,0.3151500000,,
557.00,0.6090000000,0.0040000000,0.2248100000,,0.8330000000,0.6990000000,0.3860000000,0.0010000000,0.2310000000,0.0030000000,,,0.9853244000,0.0844810500,0.4806873630,0.0234664720,,0.4223778630,0.0086140000,0.5971060000,0.2160000000,0.0040000000,0.3068500000,,
558.00,0.6150000000,0.0040000000,0.2170500000,,0.8780000000,0.6390000000,0.3760000000,0.0010000000,0.2240000000,0.0030000000,,,0.9721411000,0.0968412800,0.4954265460,0.0230627800,,0.4300435360,0.0093230000,0.6031010000,0.2070000000,0.0050000000,0.2969700000,,
559.00,0.6230000000,0.0050000000,0.2041300000,,0.9180000000,0.5800000000,0.3720000000,0.0010000000,0.2170000000,0.0030000000,,,0.9550888000,0.1113341000,0.5119625970,0.0231828580,,0.4348552020,0.0093960000,0.6090920000,0.1960000000,0.0040000000,0.2909500000,,
560.00,0.6290000000,0.0060000000,0.1957400000,,0.9460000000,0.5270000000,0.3630000000,0.0020000000,0.2070000000,0.0040000000,,,0.9358077000,0.1274934000,0.5261495390,0.0229104850,,0.4432388350,0.0112450000,0.6165340000,0.1860000000,0.0050000000,0.2784200000,,
561.00,0.6390000000,0.0090000000,0.1860500000,,0.9680000000,0.4710000000,0.3550000000,0.0020000000,0.2020000000,0.0030000000,,,0.9106442000,0.1478565000,0.5396948070,0.0227348540,,0.4540851270,0.0119670000,0.6242380000,0.1810000000,0.0040000000,0.2747400000,,
562.00,0.6470000000,0.0160000000,0.1750600000,,0.9810000000,0.4180000000,0.3480000000,0.0010000000,0.1900000000,0.0030000000,,,0.8804301000,0.1683536000,0.5491705130,0.0225850030,,0.4600453750,0.0147210000,0.6330150000,0.1710000000,0.0040000000,0.2674000000,,
563.00,0.6550000000,0.0250000000,0.1673100000,,0.9930000000,0.3690000000,0.3420000000,0.0020000000,0.1890000000,0.0030000000,,,0.8499649000,0.1908940000,0.5601773460,0.0224523960,,0.4666915850,0.0157520000,0.6426150000,0.1620000000,0.0040000000,0.2536800000,,
564.00,0.6690000000,0.0290000000,0.1608500000,,1.0000000000,0.3220000000,0.3350000000,0.0010000000,0.1820000000,0.0030000000,,,0.8156071000,0.2185872000,0.5699706490,0.0218744710,,0.4714805970,0.0183220000,0.6527380000,0.1550000000,0.0040000000,0.2528400000,,
565.00,0.6810000000,0.0260000000,0.1531000000,,0.9980000000,0.2820000000,0.3270000000,0.0020000000,0.1760000000,0.0030000000,,,0.7809957000,0.2437208000,0.5838013630,0.0210126320,,0.4907678660,0.0195680000,0.6644040000,0.1490000000,0.0040000000,0.2380300000,,
566.00,0.6920000000,0.0200000000,0.1440600000,,0.9940000000,0.2440000000,0.3180000000,0.0020000000,0.1680000000,0.0040000000,,,0.7427537000,0.2747553000,0.5964757140,0.0203214260,,0.4932737320,0.0222440000,0.6765380000,0.1410000000,0.0050000000,0.2352200000,,
567.00,0.7030000000,0.0190000000,0.1376000000,,0.9800000000,0.2130000000,0.3110000000,0.0010000000,0.1620000000,0.0030000000,,,0.7046461000,0.3085813000,0.6020058700,0.0196659060,,0.4938770940,0.0257100000,0.6906390000,0.1350000000,0.0040000000,0.2154500000,,
568.00,0.7200000000,0.0220000000,0.1317800000,,0.9630000000,0.1830000000,0.3020000000,0.0010000000,0.1560000000,0.0030000000,,,0.6611030000,0.3469348000,0.6137169730,0.0187767790,,0.5071854530,0.0299560000,0.7014520000,0.1280000000,0.0040000000,0.2149000000,,
569.00,0.7330000000,0.0260000000,0.1266200000,,0.9390000000,0.1570000000,0.2940000000,0.0010000000,0.1520000000,0.0030000000,,,0.6200437000,0.3838926000,0.6129690810,0.0180968160,,0.5098666020,0.0343450000,0.7217860000,0.1220000000,0.0030000000,0.1997800000,,
570.00,0.7510000000,0.0300000000,0.1208000000,,0.9180000000,0.1330000000,0.2880000000,0.0010000000,0.1480000000,0.0030000000,,,0.5786152000,0.4233599000,0.6285555850,0.0171263500,,0.5316381480,0.0392420000,0.7391950000,0.1170000000,0.0040000000,0.1970800000,,
571.00,0.7700000000,0.0340000000,0.1143400000,,0.8920000000,0.1130000000,0.2770000000,0.0010000000,0.1430000000,0.0030000000,,,0.5391805000,0.4589779000,0.6356785830,0.0164188490,,0.5428099570,0.0452940000,0.7571380000,0.1140000000,0.0040000000,0.1837500000,,
572.00,0.7920000000,0.0420000000,0.1104700000,,0.8700000000,0.0960000000,0.2710000000,0.0010000000,0.1400000000,0.0040000000,,,0.4986361000,0.5037600000,0.6348494000,0.0155897770,,0.5404552420,0.0522930000,0.7766840000,0.1080000000,0.0050000000,0.1781500000,,
573.00,0.8070000000,0.0480000000,0.1053000000,,0.8460000000,0.0810000000,0.2600000000,0.0010000000,0.1360000000,0.0030000000,,,0.4599577000,0.5474395000,0.6400039480,0.0146854690,,0.5418401770,0.0606090000,0.7968390000,0.1040000000,0.0040000000,0.1664900000,,
574.00,0.8220000000,0.0550000000,0.1007800000,,0.8220000000,0.0690000000,0.2500000000,0.0010000000,0.1320000000,0.0030000000,,,0.4194328000,0.5910464000,0.6532670950,0.0142697830,,0.5469738120,0.0702780000,0.8183700000,0.0970000000,0.0040000000,0.1605600000,,
575.00,0.8450000000,0.0650000000,0.0969000000,,0.8020000000,0.0580000000,0.2430000000,0.0010000000,0.1260000000,0.0030000000,,,0.3833058000,0.6339554000,0.6540924020,0.0136165220,,0.5616666030,0.0788450000,0.8403160000,0.0960000000,0.0050000000,0.1616500000,,
576.00,0.8590000000,0.0750000000,0.0936700000,,0.7790000000,0.0490000000,0.2360000000,0.0020000000,0.1240000000,0.0030000000,,,0.3481615000,0.6784528000,0.6635466200,0.0137024030,,0.5709928970,0.0935340000,0.8625660000,0.0920000000,0.0050000000,0.1436100000,,
577.00,0.8830000000,0.0890000000,0.0897900000,,0.7600000000,0.0410000000,0.2230000000,0.0020000000,0.1190000000,0.0040000000,,,0.3150983000,0.7233605000,0.6632061970,0.0134913770,,0.5836279530,0.1076650000,0.8844580000,0.0880000000,0.0050000000,0.1358900000,,
578.00,0.9040000000,0.1020000000,0.0872100000,,0.7350000000,0.0350000000,0.2150000000,0.0010000000,0.1180000000,0.0030000000,,,0.2872557000,0.7548277000,0.6703930660,0.0134874050,,0.5975355630,0.1256270000,0.9067320000,0.0840000000,0.0040000000,0.1273100000,,
579.00,0.9210000000,0.1190000000,0.0852700000,,0.7130000000,0.0300000000,0.2090000000,0.0020000000,0.1120000000,0.0040000000,,,0.2602921000,0.7956293000,0.6810888330,0.0133558340,,0.6088052620,0.1432360000,0.9275000000,0.0810000000,0.0050000000,0.1272800000,,
580.00,0.9410000000,0.1380000000,0.0801000000,,0.6890000000,0.0250000000,0.1990000000,0.0020000000,0.1100000000,0.0030000000,,,0.2326173000,0.8318139000,0.6819065490,0.0135171400,,0.6199417600,0.1647940000,0.9462080000,0.0790000000,0.0040000000,0.1209100000,,
581.00,0.9550000000,0.1600000000,0.0775200000,,0.6660000000,0.0210000000,0.1910000000,0.0020000000,0.1070000000,0.0030000000,,,0.2086417000,0.8646572000,0.6862553610,0.0137210720,,0.6342671280,0.1894350000,0.9637840000,0.0760000000,0.0040000000,0.1128500000,,
582.00,0.9670000000,0.1830000000,0.0736400000,,0.6420000000,0.0180000000,0.1840000000,0.0010000000,0.1030000000,0.0040000000,,,0.1861693000,0.8932409000,0.6932473880,0.0141730310,,0.6496016690,0.2139400000,0.9779930000,0.0740000000,0.0040000000,0.1106100000,,
583.00,0.9840000000,0.2110000000,0.0723500000,,0.6260000000,0.0150000000,0.1760000000,0.0010000000,0.1010000000,0.0030000000,,,0.1663850000,0.9226509000,0.7020873640,0.0143238190,,0.6701844710,0.2448120000,0.9890580000,0.0710000000,0.0040000000,0.1039700000,,
584.00,0.9930000000,0.2370000000,0.0704100000,,0.6090000000,0.0130000000,0.1670000000,0.0010000000,0.0980000000,0.0030000000,,,0.1474160000,0.9415960000,0.7087125690,0.0153449560,0.0130861890,0.6903591570,0.2763490000,0.9967320000,0.0690000000,0.0050000000,0.0966700000,,
585.00,0.9950000000,0.2650000000,0.0678300000,,0.5950000000,0.0110000000,0.1610000000,0.0010000000,0.0950000000,0.0040000000,,,0.1305755000,0.9593883000,0.7129255780,0.0160814350,0.0104349990,0.7131446060,0.3113480000,1.0000000000,0.0650000000,0.0040000000,0.0925800000,,
586.00,0.9960000000,0.2970000000,0.0678300000,,0.5810000000,0.0090000000,0.1540000000,0.0010000000,0.0950000000,0.0030000000,,,,0.9753884000,0.7211626800,0.0165881620,0.0094211110,0.7254327620,0.3493690000,0.9994300000,0.0640000000,0.0040000000,0.0887900000,,
587.00,1.0000000000,0.3350000000,0.0646000000,,0.5690000000,0.0080000000,0.1480000000,0.0020000000,0.0920000000,0.0030000000,,,,0.9840361000,0.7354822120,0.0178774710,0.0099842690,0.7443423450,0.3853840000,0.9935800000,0.0630000000,0.0040000000,0.0815800000,,
588.00,0.9920000000,0.3690000000,0.0639500000,,0.5590000000,0.0070000000,0.1420000000,0.0020000000,0.0880000000,0.0040000000,,,,0.9940711000,0.7451588740,0.0192019910,0.0105120840,0.7724968950,0.4231670000,0.9845380000,0.0590000000,0.0050000000,0.0748900000,,
589.00,0.9840000000,0.4060000000,0.0620200000,,0.5480000000,0.0060000000,0.1350000000,0.0010000000,0.0860000000,0.0040000000,,,,0.9973956000,0.7479177240,0.0205233570,0.0118745110,0.7927047030,0.4659860000,0.9695130000,0.0590000000,0.0040000000,0.0729900000,,
590.00,0.9710000000,0.4470000000,0.0587900000,,0.5340000000,0.0050000000,0.1300000000,0.0020000000,0.0830000000,0.0030000000,,,,0.9990733000,0.7622720180,0.0223631020,0.0131896300,0.8194317900,0.5128880000,0.9505050000,0.0560000000,0.0040000000,0.0713800000,,
591.00,0.9460000000,0.4880000000,0.0568500000,,0.5240000000,0.0040000000,0.1240000000,0.0020000000,0.0810000000,0.0030000000,,,,1.0000000000,0.7761875080,0.0238057980,0.0150825960,0.8246510700,0.5546840000,0.9278830000,0.0540000000,0.0040000000,0.0642600000,,
592.00,0.9250000000,0.5310000000,0.0562000000,,0.5180000000,0.0040000000,0.1190000000,0.0020000000,0.0790000000,0.0030000000,,,,0.9899287000,0.7856422840,0.0254012650,0.0172862640,0.8546148190,0.5948180000,0.9007120000,0.0530000000,0.0040000000,0.0653000000,,
593.00,0.9010000000,0.5710000000,0.0542600000,,0.5040000000,0.0030000000,0.1140000000,0.0020000000,0.0780000000,0.0030000000,,,,0.9864534000,0.7968706280,0.0273448280,0.0191943250,0.8666261060,0.6365030000,0.8713760000,0.0500000000,0.0040000000,0.0655400000,,
594.00,0.8670000000,0.6130000000,0.0523300000,,0.4950000000,0.0030000000,0.1090000000,0.0020000000,0.0750000000,0.0030000000,,,,0.9784701000,0.8023701120,0.0300066980,0.0221674450,0.8990916690,0.6807750000,0.8375020000,0.0490000000,0.0050000000,0.0571900000,,
595.00,0.8360000000,0.6550000000,0.0503900000,,0.4900000000,0.0020000000,0.1060000000,0.0020000000,0.0720000000,0.0030000000,,,,0.9663220000,0.8210873600,0.0330584080,0.0248549110,0.9079373910,0.7218710000,0.8021180000,0.0470000000,0.0040000000,0.0560000000,,
596.00,0.7990000000,0.6920000000,0.0484500000,,0.4850000000,0.0020000000,0.1010000000,0.0010000000,0.0710000000,0.0030000000,,,,0.9524098000,0.8411366190,0.0362725690,0.0285625880,0.9348922550,0.7555350000,0.7636830000,0.0460000000,0.0030000000,0.0512000000,,
597.00,0.7630000000,0.7330000000,0.0452200000,,0.4800000000,0.0020000000,0.0970000000,0.0010000000,0.0690000000,0.0030000000,,,,0.9371716000,0.8531837050,0.0399947890,0.0321450480,0.9466593230,0.7975840000,0.7255890000,0.0440000000,0.0030000000,0.0556200000,,
598.00,0.7240000000,0.7670000000,0.0445700000,,0.4810000000,0.0020000000,0.0940000000,0.0010000000,0.0660000000,0.0030000000,,,,0.9231980000,0.8705185350,0.0440170720,0.0352220280,0.9467678590,0.8326560000,0.6839760000,0.0420000000,0.0030000000,0.0504900000,,
599.00,0.6820000000,0.8080000000,0.0426400000,,0.4770000000,0.0010000000,0.0890000000,0.0010000000,0.0650000000,0.0020000000,,,,0.9078650000,0.8844198000,0.0488111700,0.0400502040,0.9338552840,0.8649610000,0.6430190000,0.0410000000,0.0040000000,0.0475000000,,
600.00,0.6390000000,0.8390000000,0.0407000000,,0.4730000000,0.0010000000,0.0870000000,0.0020000000,0.0620000000,0.0030000000,,,,0.8879960000,0.9053297230,0.0548990380,0.0455377640,0.9678474990,0.8916730000,0.6009500000,0.0390000000,0.0040000000,0.0429500000,,
601.00,0.6010000000,0.8690000000,,,0.4670000000,,0.0840000000,0.0010000000,0.0610000000,0.0020000000,,,,0.8736064000,0.9151825230,0.0617391970,0.0507150450,0.9773148590,0.9169600000,0.5591280000,0.0370000000,0.0030000000,0.0482200000,,
602.00,0.5570000000,0.8960000000,,,0.4590000000,,0.0810000000,0.0010000000,0.0590000000,0.0020000000,,,,0.8506250000,0.9331598690,0.0687629520,0.0570328140,0.9999999940,0.9441330000,0.5172830000,0.0360000000,0.0030000000,0.0422400000,,
603.00,0.5120000000,0.9200000000,,,0.4520000000,,0.0790000000,0.0010000000,0.0570000000,0.0020000000,,,,0.8364085000,0.9448785710,0.0764781820,0.0629031890,0.9972395880,0.9667270000,0.4759910000,0.0360000000,0.0030000000,0.0430900000,,
604.00,0.4700000000,0.9370000000,,,0.4470000000,,0.0740000000,0.0020000000,0.0550000000,0.0030000000,,,,0.8179715000,0.9560445550,0.0853957330,0.0692823120,0.9912396220,0.9780210000,0.4366690000,0.0340000000,0.0030000000,0.0393000000,,
605.00,0.4300000000,0.9610000000,,,0.4400000000,,0.0720000000,0.0010000000,0.0530000000,0.0020000000,,,,0.8002685000,0.9716120040,0.0956343110,0.0764164850,1.0038340440,0.9887040000,0.3986510000,0.0320000000,0.0030000000,0.0393900000,,
606.00,0.3930000000,0.9740000000,,,0.4340000000,,0.0720000000,0.0010000000,0.0520000000,0.0030000000,,,,0.7837129000,0.9762035700,0.1067569170,0.0867578750,0.9833254120,0.9949600000,0.3620850000,0.0320000000,0.0040000000,0.0342300000,,
607.00,0.3560000000,0.9800000000,,,0.4240000000,,0.0670000000,0.0020000000,0.0510000000,0.0030000000,,,,0.7663561000,0.9838188150,0.1195255170,0.0950198390,0.9735591210,1.0000000000,0.3278480000,0.0300000000,0.0040000000,0.0384000000,,
608.00,0.3190000000,0.9890000000,,,0.4130000000,,0.0650000000,0.0020000000,0.0470000000,0.0030000000,,,,0.7478604000,0.9851463080,0.1325157130,0.1051957140,0.9776588600,0.9982060000,0.2954700000,0.0290000000,0.0040000000,0.0350300000,,
609.00,0.2880000000,0.9960000000,,,0.4050000000,,0.0650000000,0.0020000000,0.0470000000,0.0020000000,,,,0.7322343000,0.9916877900,0.1474873460,0.1136303650,0.9527992310,0.9990970000,0.2645820000,0.0280000000,0.0040000000,0.0305200000,,
610.00,0.2590000000,1.0000000000,,,0.3990000000,,0.0620000000,0.0030000000,0.0470000000,0.0040000000,,,,0.7167142000,0.9989331350,0.1637298400,0.1268430930,0.9347299550,0.9931180000,0.2371340000,0.0270000000,0.0050000000,0.0309900000,,
611.00,0.2340000000,0.9900000000,,,0.3950000000,,0.0600000000,0.0020000000,0.0450000000,0.0030000000,,,,0.6975737000,1.0000000000,0.1811798940,0.1377723180,0.9231047810,0.9843200000,0.2108110000,0.0260000000,0.0030000000,0.0343100000,,
612.00,0.2090000000,0.9910000000,,,0.3900000000,,0.0570000000,0.0020000000,0.0440000000,0.0030000000,,,,0.6805379000,0.9992820970,0.2003088040,0.1513210150,0.9114052590,0.9651700000,0.1872300000,0.0250000000,0.0040000000,0.0330700000,,
613.00,0.1830000000,0.9760000000,,,0.3870000000,,0.0560000000,0.0020000000,0.0430000000,0.0030000000,,,,0.6681470000,0.9968959360,0.2198620820,0.1631739850,0.8930194260,0.9554450000,0.1663950000,0.0240000000,0.0040000000,0.0263000000,,
614.00,0.1620000000,0.9680000000,,,0.3800000000,,0.0540000000,0.0030000000,0.0410000000,0.0030000000,,,,0.6521692000,0.9843581740,0.2426423270,0.1787654690,0.8689097850,0.9436040000,0.1465070000,0.0220000000,0.0040000000,0.0305200000,,
615.00,0.1400000000,0.9550000000,,,0.3720000000,,0.0530000000,0.0020000000,0.0380000000,0.0030000000,,,,0.6347845000,0.9820292360,0.2653417830,0.1932037050,0.8312305030,0.9186340000,0.1295330000,0.0220000000,0.0040000000,0.0327500000,,
616.00,0.1220000000,0.9420000000,,,0.3610000000,,0.0520000000,0.0020000000,0.0370000000,0.0030000000,,,,0.6219609000,0.9666830440,0.2925197720,0.2077929990,0.8102184680,0.8965590000,0.1137660000,0.0220000000,0.0040000000,0.0249700000,,
617.00,0.1070000000,0.9310000000,,,0.3500000000,,0.0510000000,0.0020000000,0.0380000000,0.0030000000,,,,0.6076550000,0.9567520300,0.3193423380,0.2278569310,0.7746313450,0.8820240000,0.0999940000,0.0210000000,0.0040000000,0.0309000000,,
618.00,0.0920000000,0.9030000000,,,0.3380000000,,0.0480000000,0.0020000000,0.0370000000,0.0030000000,,,,0.5951804000,0.9341096830,0.3463646190,0.2426783350,0.7534240060,0.8526330000,0.0873930000,0.0200000000,0.0040000000,0.0265800000,,
619.00,0.0800000000,0.8920000000,,,0.3240000000,,0.0460000000,0.0020000000,0.0360000000,0.0040000000,,,,0.5795990000,0.9096803440,0.3745542110,0.2604253010,0.7159991160,0.8364690000,0.0770670000,0.0190000000,0.0050000000,0.0264800000,,
620.00,0.0700000000,0.8710000000,,,0.3150000000,,0.0450000000,0.0020000000,0.0350000000,0.0030000000,,,,0.5671410000,0.8871458800,0.4039390170,0.2815176030,0.6994295200,0.8081420000,0.0665920000,0.0180000000,0.0040000000,0.0282900000,,
621.00,0.0610000000,0.8520000000,,,0.3040000000,,0.0440000000,0.0020000000,0.0340000000,0.0030000000,,,,0.5521960000,0.8598405270,0.4376671970,0.3023224170,0.6644379520,0.7917910000,0.0585790000,0.0180000000,0.0040000000,0.0241600000,,
622.00,0.0520000000,0.8300000000,,,0.2950000000,,0.0430000000,0.0010000000,0.0330000000,0.0020000000,,,,0.5457060000,0.8358353440,0.4708736170,0.3208657200,0.6328274820,0.7604280000,0.0511240000,0.0170000000,0.0030000000,0.0242600000,,
623.00,0.0450000000,0.8120000000,,,0.2860000000,,0.0410000000,0.0020000000,0.0320000000,0.0030000000,,,,0.5311518000,0.7966953530,0.5031220980,0.3333090010,0.5870961760,0.7426480000,0.0444350000,0.0170000000,0.0040000000,0.0195600000,,
624.00,0.0410000000,0.7950000000,,,0.2800000000,,0.0400000000,0.0010000000,0.0320000000,0.0020000000,,,,0.5153359000,0.7768926470,0.5386666780,0.3614536680,0.5574825200,0.7157170000,0.0388910000,0.0160000000,0.0030000000,0.0198900000,,
625.00,0.0350000000,0.7720000000,,,0.2690000000,,0.0400000000,0.0020000000,0.0300000000,0.0020000000,,,,0.5032129000,0.7376251250,0.5750866390,0.3806310080,0.5434149160,0.6953780000,0.0337170000,0.0150000000,0.0030000000,0.0166700000,,
626.00,0.0310000000,0.7540000000,,,0.2610000000,,0.0370000000,0.0020000000,0.0290000000,0.0020000000,,,,0.4903279000,0.7071691520,0.6086843840,0.3976145620,0.5282239860,0.6720840000,0.0297800000,0.0150000000,0.0030000000,0.0185600000,,
627.00,0.0260000000,0.7390000000,,,0.2550000000,,0.0350000000,0.0020000000,0.0280000000,0.0020000000,,,,0.4775462000,0.6727041370,0.6460732830,0.4158497510,0.4925274400,0.6524650000,0.0260390000,0.0150000000,0.0030000000,0.0169500000,,
628.00,0.0230000000,0.7190000000,,,0.2490000000,,0.0360000000,0.0020000000,0.0290000000,0.0030000000,,,,0.4632320000,0.6348618550,0.6805040050,0.4345519250,0.4651923770,0.6327050000,0.0229420000,0.0150000000,0.0040000000,0.0181400000,,
629.00,0.0200000000,0.7060000000,,,0.2420000000,,0.0340000000,0.0020000000,0.0270000000,0.0030000000,,,,0.4486163000,0.6003223170,0.7166323770,0.4610444240,0.4400119930,0.6093070000,0.0195480000,0.0140000000,0.0040000000,0.0171900000,,
630.00,0.0170000000,0.6900000000,,,0.2360000000,,0.0320000000,0.0020000000,0.0260000000,0.0030000000,,,,0.4396337000,0.5585360890,0.7459208600,0.4832321260,0.4103201440,0.5946110000,0.0176720000,0.0130000000,0.0040000000,0.0125000000,,
631.00,0.0150000000,0.6740000000,,,0.2300000000,,0.0320000000,0.0020000000,0.0270000000,0.0030000000,,,,0.4291520000,0.5311731180,0.7821097350,0.4962358360,0.3835531620,0.5756800000,0.0154720000,0.0140000000,0.0040000000,0.0153000000,,
632.00,0.0140000000,0.6620000000,,,0.2190000000,,0.0300000000,0.0030000000,0.0260000000,0.0030000000,,,,0.4141847000,0.4951457040,0.8107363960,0.5208917660,0.3623705170,0.5563210000,0.0136030000,0.0130000000,0.0050000000,0.0174800000,,
633.00,0.0120000000,0.6500000000,,,0.2110000000,,0.0300000000,0.0020000000,0.0250000000,0.0020000000,,,,0.4017546000,0.4546865490,0.8395884220,0.5509670560,0.3432865080,0.5411290000,0.0118100000,0.0130000000,0.0030000000,0.0137300000,,
634.00,0.0100000000,0.6330000000,,,0.2040000000,,0.0280000000,0.0020000000,0.0250000000,0.0020000000,,,,0.3905808000,0.4262414610,0.8611512370,0.5633124740,0.3139243480,0.5284190000,0.0104510000,0.0120000000,0.0030000000,0.0131600000,,
635.00,0.0090000000,0.6160000000,,,0.1980000000,,0.0280000000,0.0020000000,0.0250000000,0.0020000000,,,,0.3779135000,0.3998740160,0.8820875750,0.5826000060,0.2922409320,0.5088070000,0.0095250000,0.0120000000,0.0030000000,0.0149600000,,
636.00,0.0080000000,0.6050000000,,,0.1930000000,,0.0270000000,0.0020000000,0.0240000000,0.0020000000,,,,0.3671388000,0.3628708880,0.9062445060,0.6052916840,0.2764946960,0.4924340000,0.0078930000,0.0120000000,0.0030000000,0.0123900000,,
637.00,0.0070000000,0.5960000000,,,0.1890000000,,0.0260000000,0.0010000000,0.0240000000,0.0010000000,,,,0.3569698000,0.3396684220,0.9280610420,0.6253867490,0.2600363270,0.4806280000,0.0073720000,0.0110000000,0.0030000000,0.0137700000,,
638.00,0.0060000000,0.5820000000,,,0.1850000000,,0.0250000000,0.0010000000,0.0230000000,0.0010000000,,,,0.3421336000,0.3107377230,0.9457106910,0.6512816700,0.2416397730,0.4707930000,0.0062220000,0.0110000000,0.0020000000,0.0114900000,,
